frame,dt,N,areaSigned,areaAbs,targetArea,areaErr,perim,minEdge,maxEdge,avgEdge,flipped,selfIntersect,grabbed,dragInside,iters,areaStiff,edgeStiff,diagStiff,maxCorr,damping
720,0.016667,20,31179.287109,31179.287109,38276.382812,7097.095703,628.542114,31.426876,31.427362,31.427105,0,0,15,0,16,0.1800,0.9500,0.3500,6.000,0.9700
721,0.016667,20,31179.298828,31179.298828,38276.382812,7097.083984,628.542114,31.426849,31.427343,31.427105,0,0,15,0,16,0.1800,0.9500,0.3500,6.000,0.9700
722,0.016667,20,31179.314453,31179.314453,38276.382812,7097.068359,628.542358,31.426851,31.427370,31.427118,0,0,15,0,16,0.1800,0.9500,0.3500,6.000,0.9700
723,0.016667,20,31179.341797,31179.341797,38276.382812,7097.041016,628.542664,31.426857,31.427401,31.427134,0,0,15,0,16,0.1800,0.9500,0.3500,6.000,0.9700
724,0.016667,20,31179.500000,31179.500000,38276.382812,7096.882812,628.544128,31.427067,31.427420,31.427206,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
725,0.016667,20,31179.574219,31179.574219,38276.382812,7096.808594,628.544983,31.427084,31.427446,31.427250,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
726,0.016667,20,31179.591797,31179.591797,38276.382812,7096.791016,628.545044,31.427116,31.427446,31.427252,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
727,0.016763,20,31179.605469,31179.605469,38276.382812,7096.777344,628.545166,31.427111,31.427473,31.427258,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
728,0.016667,20,31179.615234,31179.615234,38276.382812,7096.767578,628.545349,31.427113,31.427473,31.427267,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
729,0.016667,20,31179.634766,31179.634766,38276.382812,7096.748047,628.545532,31.427128,31.427446,31.427277,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
730,0.016667,20,31179.662109,31179.662109,38276.382812,7096.720703,628.545837,31.427156,31.427446,31.427292,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
731,0.016667,20,31179.644531,31179.644531,38276.382812,7096.738281,628.545654,31.427166,31.427446,31.427282,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
732,0.016667,20,31179.630859,31179.630859,38276.382812,7096.751953,628.545593,31.427126,31.427446,31.427280,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
733,0.016667,20,31179.605469,31179.605469,38276.382812,7096.777344,628.545349,31.427095,31.427446,31.427267,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
734,0.016667,20,31179.566406,31179.566406,38276.382812,7096.816406,628.544861,31.427118,31.427393,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
735,0.016667,20,31179.550781,31179.550781,38276.382812,7096.832031,628.544739,31.427116,31.427362,31.427237,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
736,0.016667,20,31179.546875,31179.546875,38276.382812,7096.835938,628.544678,31.427082,31.427399,31.427235,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
737,0.016667,20,31179.529297,31179.529297,38276.382812,7096.853516,628.544495,31.427101,31.427414,31.427225,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
738,0.016667,20,31179.492188,31179.492188,38276.382812,7096.890625,628.544128,31.426977,31.427336,31.427206,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
739,0.016667,20,31179.466797,31179.466797,38276.382812,7096.916016,628.543823,31.426874,31.427340,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
740,0.016667,20,31179.470703,31179.470703,38276.382812,7096.912109,628.543884,31.426954,31.427353,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
741,0.016667,20,31179.480469,31179.480469,38276.382812,7096.902344,628.543945,31.426992,31.427368,31.427197,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
742,0.016667,20,31179.490234,31179.490234,38276.382812,7096.892578,628.544006,31.427006,31.427382,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
743,0.016667,20,31179.509766,31179.509766,38276.382812,7096.873047,628.544312,31.427019,31.427397,31.427216,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
744,0.016667,20,31179.541016,31179.541016,38276.382812,7096.841797,628.544617,31.427065,31.427410,31.427231,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
745,0.016667,20,31179.580078,31179.580078,38276.382812,7096.802734,628.544983,31.427128,31.427399,31.427250,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
746,0.016736,20,31179.613281,31179.613281,38276.382812,7096.769531,628.545349,31.427156,31.427383,31.427267,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
747,0.016667,20,31179.632812,31179.632812,38276.382812,7096.750000,628.545410,31.427122,31.427389,31.427271,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
748,0.016680,20,31179.648438,31179.648438,38276.382812,7096.734375,628.545776,31.427151,31.427408,31.427288,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
749,0.016667,20,31179.634766,31179.634766,38276.382812,7096.748047,628.545532,31.427179,31.427374,31.427277,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
750,0.016667,20,31178.892578,31178.892578,38276.382812,7097.490234,628.538025,31.426760,31.427021,31.426901,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
751,0.016667,20,31179.230469,31179.230469,38276.382812,7097.152344,628.541504,31.426970,31.427198,31.427074,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
752,0.016667,20,31179.570312,31179.570312,38276.382812,7096.812500,628.544983,31.427069,31.427406,31.427250,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
753,0.016667,20,31179.626953,31179.626953,38276.382812,7096.755859,628.545471,31.427080,31.427385,31.427273,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
754,0.016667,20,31179.601562,31179.601562,38276.382812,7096.781250,628.545105,31.427069,31.427402,31.427256,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
755,0.016667,20,31179.566406,31179.566406,38276.382812,7096.816406,628.544861,31.427105,31.427406,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
756,0.016667,20,31179.541016,31179.541016,38276.382812,7096.841797,628.544556,31.427122,31.427370,31.427227,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
757,0.016667,20,31179.513672,31179.513672,38276.382812,7096.869141,628.544373,31.427092,31.427362,31.427219,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
758,0.016670,20,31179.496094,31179.496094,38276.382812,7096.886719,628.544128,31.427076,31.427366,31.427206,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
759,0.016667,20,31179.484375,31179.484375,38276.382812,7096.898438,628.544006,31.427069,31.427294,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
760,0.016667,20,31179.482422,31179.482422,38276.382812,7096.900391,628.544006,31.427107,31.427311,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
761,0.016716,20,31179.498047,31179.498047,38276.382812,7096.884766,628.544189,31.427113,31.427341,31.427210,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
762,0.016667,20,31179.500000,31179.500000,38276.382812,7096.882812,628.544250,31.427109,31.427279,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
763,0.016667,20,31179.488281,31179.488281,38276.382812,7096.894531,628.544128,31.427095,31.427298,31.427206,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
764,0.016667,20,31178.935547,31178.935547,38276.382812,7097.447266,628.538574,31.426823,31.427057,31.426929,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
765,0.016667,20,31179.365234,31179.365234,38276.382812,7097.017578,628.542847,31.427006,31.427336,31.427143,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
766,0.016667,20,31179.572266,31179.572266,38276.382812,7096.810547,628.544983,31.427095,31.427439,31.427250,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
767,0.016667,20,31179.601562,31179.601562,38276.382812,7096.781250,628.545227,31.427076,31.427517,31.427261,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
768,0.016667,20,31179.576172,31179.576172,38276.382812,7096.806641,628.544983,31.426998,31.427526,31.427250,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
769,0.016667,20,31179.519531,31179.519531,38276.382812,7096.863281,628.544373,31.426998,31.427549,31.427219,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
770,0.016667,20,31179.517578,31179.517578,38276.382812,7096.865234,628.544434,31.426989,31.427477,31.427221,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
771,0.016667,20,31179.519531,31179.519531,38276.382812,7096.863281,628.544434,31.427021,31.427443,31.427221,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
772,0.016667,20,31179.521484,31179.521484,38276.382812,7096.861328,628.544495,31.427034,31.427408,31.427225,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
773,0.016667,20,31179.505859,31179.505859,38276.382812,7096.876953,628.544250,31.427032,31.427443,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
774,0.016667,20,31179.490234,31179.490234,38276.382812,7096.892578,628.544128,31.427015,31.427477,31.427206,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
775,0.016667,20,31179.468750,31179.468750,38276.382812,7096.914062,628.543884,31.427006,31.427483,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
776,0.016667,20,31178.861328,31178.861328,38276.382812,7097.521484,628.537842,31.426769,31.426991,31.426891,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
777,0.016667,20,31179.302734,31179.302734,38276.382812,7097.080078,628.542236,31.427006,31.427197,31.427113,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
778,0.016667,20,31179.562500,31179.562500,38276.382812,7096.820312,628.544800,31.427134,31.427345,31.427240,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
779,0.016667,20,31179.636719,31179.636719,38276.382812,7096.746094,628.545593,31.427122,31.427401,31.427280,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
780,0.016667,20,31179.626953,31179.626953,38276.382812,7096.755859,628.545471,31.427128,31.427483,31.427273,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
781,0.016667,20,31179.583984,31179.583984,38276.382812,7096.798828,628.545044,31.427031,31.427422,31.427252,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
782,0.016667,20,31179.525391,31179.525391,38276.382812,7096.857422,628.544434,31.426956,31.427376,31.427221,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
783,0.016667,20,31179.482422,31179.482422,38276.382812,7096.900391,628.544006,31.426987,31.427303,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
784,0.016667,20,31179.441406,31179.441406,38276.382812,7096.941406,628.543640,31.427061,31.427269,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
785,0.016667,20,31179.419922,31179.419922,38276.382812,7096.962891,628.543457,31.427074,31.427259,31.427174,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
786,0.016667,20,31179.400391,31179.400391,38276.382812,7096.982422,628.543213,31.427027,31.427263,31.427160,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
787,0.016667,20,31178.933594,31178.933594,38276.382812,7097.449219,628.538513,31.426769,31.427071,31.426926,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
788,0.016667,20,31179.337891,31179.337891,38276.382812,7097.044922,628.542603,31.426989,31.427280,31.427130,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
789,0.016667,20,31179.572266,31179.572266,38276.382812,7096.810547,628.544922,31.427101,31.427380,31.427246,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
790,0.016667,20,31179.675781,31179.675781,38276.382812,7096.707031,628.545959,31.427137,31.427507,31.427298,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
791,0.016667,20,31179.658203,31179.658203,38276.382812,7096.724609,628.545837,31.427128,31.427513,31.427292,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
792,0.016667,20,31179.628906,31179.628906,38276.382812,7096.753906,628.545532,31.427130,31.427498,31.427277,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
793,0.016668,20,31179.605469,31179.605469,38276.382812,7096.777344,628.545227,31.427113,31.427475,31.427261,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
794,0.016667,20,31179.572266,31179.572266,38276.382812,7096.810547,628.544922,31.427105,31.427450,31.427246,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
795,0.016667,20,31179.542969,31179.542969,38276.382812,7096.839844,628.544678,31.427076,31.427425,31.427235,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
796,0.016667,20,31179.535156,31179.535156,38276.382812,7096.847656,628.544617,31.427094,31.427401,31.427231,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
797,0.016667,20,31179.556641,31179.556641,38276.382812,7096.826172,628.544800,31.427094,31.427418,31.427240,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
798,0.016667,20,31179.566406,31179.566406,38276.382812,7096.816406,628.544800,31.427094,31.427467,31.427240,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
799,0.016667,20,31179.552734,31179.552734,38276.382812,7096.830078,628.544739,31.427065,31.427483,31.427237,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
800,0.016667,20,31179.531250,31179.531250,38276.382812,7096.851562,628.544556,31.427034,31.427471,31.427227,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
801,0.016755,20,31179.515625,31179.515625,38276.382812,7096.867188,628.544373,31.426989,31.427471,31.427219,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
802,0.016667,20,31178.847656,31178.847656,38276.382812,7097.535156,628.537598,31.426729,31.426973,31.426880,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
803,0.016667,20,31179.291016,31179.291016,38276.382812,7097.091797,628.542114,31.426981,31.427164,31.427105,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
804,0.016667,20,31179.601562,31179.601562,38276.382812,7096.781250,628.545288,31.427149,31.427372,31.427265,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
805,0.016667,20,31179.695312,31179.695312,38276.382812,7096.687500,628.546204,31.427103,31.427444,31.427311,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
806,0.016667,20,31179.675781,31179.675781,38276.382812,7096.707031,628.545898,31.427155,31.427422,31.427296,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
807,0.016667,20,31179.595703,31179.595703,38276.382812,7096.787109,628.545227,31.427114,31.427401,31.427261,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
808,0.016667,20,31179.503906,31179.503906,38276.382812,7096.878906,628.544250,31.427046,31.427328,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
809,0.016667,20,31179.447266,31179.447266,38276.382812,7096.935547,628.543640,31.426973,31.427296,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
810,0.016667,20,31179.427734,31179.427734,38276.382812,7096.955078,628.543518,31.426952,31.427271,31.427176,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
811,0.016667,20,31179.419922,31179.419922,38276.382812,7096.962891,628.543396,31.426983,31.427296,31.427170,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
812,0.016690,20,31179.404297,31179.404297,38276.382812,7096.978516,628.543152,31.427011,31.427292,31.427158,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
813,0.016667,20,31179.394531,31179.394531,38276.382812,7096.988281,628.543274,31.427004,31.427294,31.427164,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
814,0.016667,20,31179.384766,31179.384766,38276.382812,7096.998047,628.543091,31.426985,31.427334,31.427155,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
815,0.016669,20,31179.375000,31179.375000,38276.382812,7097.007812,628.542908,31.426977,31.427305,31.427145,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
816,0.016667,20,31178.957031,31178.957031,38276.382812,7097.425781,628.538757,31.426830,31.427042,31.426937,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
817,0.016667,20,31179.359375,31179.359375,38276.382812,7097.023438,628.542725,31.426987,31.427320,31.427135,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
818,0.016667,20,31179.572266,31179.572266,38276.382812,7096.810547,628.544861,31.427097,31.427433,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
819,0.016667,20,31179.640625,31179.640625,38276.382812,7096.742188,628.545593,31.427143,31.427492,31.427280,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
820,0.016667,20,31179.644531,31179.644531,38276.382812,7096.738281,628.545654,31.427099,31.427540,31.427282,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
821,0.016667,20,31179.621094,31179.621094,38276.382812,7096.761719,628.545349,31.427059,31.427559,31.427267,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
822,0.016667,20,31179.591797,31179.591797,38276.382812,7096.791016,628.545166,31.427032,31.427528,31.427258,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
823,0.016667,20,31179.554688,31179.554688,38276.382812,7096.828125,628.544739,31.427071,31.427464,31.427237,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
824,0.016667,20,31179.535156,31179.535156,38276.382812,7096.847656,628.544556,31.427086,31.427427,31.427227,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
825,0.016667,20,31179.558594,31179.558594,38276.382812,7096.824219,628.544800,31.427050,31.427441,31.427240,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
826,0.016667,20,31179.574219,31179.574219,38276.382812,7096.808594,628.544922,31.427053,31.427443,31.427246,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
827,0.016667,20,31179.564453,31179.564453,38276.382812,7096.818359,628.544861,31.427118,31.427408,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
828,0.016667,20,31179.550781,31179.550781,38276.382812,7096.832031,628.544739,31.427088,31.427431,31.427237,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
829,0.016667,20,31179.509766,31179.509766,38276.382812,7096.873047,628.544312,31.427050,31.427444,31.427216,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
830,0.016667,20,31179.472656,31179.472656,38276.382812,7096.910156,628.543945,31.427011,31.427444,31.427197,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
831,0.016667,20,31179.435547,31179.435547,38276.382812,7096.947266,628.543518,31.426991,31.427444,31.427176,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
832,0.016667,20,31179.398438,31179.398438,38276.382812,7096.984375,628.543091,31.426971,31.427416,31.427155,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
833,0.016667,20,31178.851562,31178.851562,38276.382812,7097.531250,628.537659,31.426752,31.427008,31.426884,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
834,0.016667,20,31179.316406,31179.316406,38276.382812,7097.066406,628.542358,31.426998,31.427197,31.427118,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
835,0.016759,20,31179.595703,31179.595703,38276.382812,7096.787109,628.545227,31.427139,31.427395,31.427261,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
836,0.016667,20,31179.666016,31179.666016,38276.382812,7096.716797,628.545837,31.427092,31.427462,31.427292,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
837,0.016667,20,31179.625000,31179.625000,38276.382812,7096.757812,628.545532,31.427073,31.427475,31.427277,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
838,0.016667,20,31179.562500,31179.562500,38276.382812,7096.820312,628.544861,31.427084,31.427446,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
839,0.016667,20,31179.496094,31179.496094,38276.382812,7096.886719,628.544067,31.427010,31.427387,31.427204,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
840,0.016667,20,31179.462891,31179.462891,38276.382812,7096.919922,628.543823,31.426966,31.427299,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
841,0.016667,20,31179.437500,31179.437500,38276.382812,7096.945312,628.543640,31.426966,31.427296,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
842,0.016695,20,31179.421875,31179.421875,38276.382812,7096.960938,628.543457,31.426979,31.427292,31.427174,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
843,0.016667,20,31179.406250,31179.406250,38276.382812,7096.976562,628.543335,31.426992,31.427303,31.427166,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
844,0.016667,20,31179.402344,31179.402344,38276.382812,7096.980469,628.543213,31.426998,31.427317,31.427160,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
845,0.016667,20,31179.404297,31179.404297,38276.382812,7096.978516,628.543213,31.426989,31.427322,31.427160,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
846,0.016668,20,31179.406250,31179.406250,38276.382812,7096.976562,628.543213,31.426954,31.427298,31.427160,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
847,0.016667,20,31178.945312,31178.945312,38276.382812,7097.437500,628.538696,31.426813,31.427036,31.426935,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
848,0.016667,20,31179.349609,31179.349609,38276.382812,7097.033203,628.542603,31.427040,31.427273,31.427130,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
849,0.016667,20,31179.562500,31179.562500,38276.382812,7096.820312,628.544861,31.427059,31.427383,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
850,0.016667,20,31179.623047,31179.623047,38276.382812,7096.759766,628.545410,31.427095,31.427486,31.427271,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
851,0.016667,20,31179.632812,31179.632812,38276.382812,7096.750000,628.545471,31.427017,31.427582,31.427273,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
852,0.016667,20,31179.617188,31179.617188,38276.382812,7096.765625,628.545349,31.426998,31.427561,31.427267,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
853,0.016667,20,31179.591797,31179.591797,38276.382812,7096.791016,628.545105,31.427046,31.427504,31.427256,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
854,0.016667,20,31179.572266,31179.572266,38276.382812,7096.810547,628.544861,31.427059,31.427456,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
855,0.016667,20,31179.556641,31179.556641,38276.382812,7096.826172,628.544861,31.427050,31.427441,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
856,0.016667,20,31179.535156,31179.535156,38276.382812,7096.847656,628.544617,31.427050,31.427456,31.427231,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
857,0.016667,20,31179.517578,31179.517578,38276.382812,7096.865234,628.544434,31.427046,31.427431,31.427221,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
858,0.016667,20,31179.500000,31179.500000,38276.382812,7096.882812,628.544189,31.427046,31.427397,31.427210,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
859,0.016667,20,31179.478516,31179.478516,38276.382812,7096.904297,628.544006,31.427050,31.427393,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
860,0.016667,20,31178.880859,31178.880859,38276.382812,7097.501953,628.537964,31.426765,31.427002,31.426899,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
861,0.016667,20,31179.314453,31179.314453,38276.382812,7097.068359,628.542358,31.427038,31.427198,31.427118,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
862,0.016667,20,31179.597656,31179.597656,38276.382812,7096.785156,628.545105,31.427181,31.427362,31.427256,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
863,0.016667,20,31179.642578,31179.642578,38276.382812,7096.740234,628.545654,31.427153,31.427416,31.427282,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
864,0.016667,20,31179.583984,31179.583984,38276.382812,7096.798828,628.544983,31.427118,31.427439,31.427250,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
865,0.016667,20,31179.517578,31179.517578,38276.382812,7096.865234,628.544312,31.427067,31.427353,31.427216,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
866,0.016667,20,31179.468750,31179.468750,38276.382812,7096.914062,628.543884,31.427006,31.427343,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
867,0.016667,20,31179.417969,31179.417969,38276.382812,7096.964844,628.543335,31.426958,31.427301,31.427166,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
868,0.016667,20,31179.386719,31179.386719,38276.382812,7096.996094,628.543030,31.426973,31.427280,31.427151,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
869,0.016667,20,31179.371094,31179.371094,38276.382812,7097.011719,628.542847,31.426987,31.427252,31.427143,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
870,0.016667,20,31179.376953,31179.376953,38276.382812,7097.005859,628.542908,31.426989,31.427263,31.427145,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
871,0.016667,20,31179.373047,31179.373047,38276.382812,7097.009766,628.542847,31.426973,31.427279,31.427143,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
872,0.016667,20,31179.363281,31179.363281,38276.382812,7097.019531,628.542847,31.426964,31.427273,31.427143,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
873,0.016667,20,31178.933594,31178.933594,38276.382812,7097.449219,628.538452,31.426825,31.427055,31.426922,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
874,0.016667,20,31179.355469,31179.355469,38276.382812,7097.027344,628.542786,31.426979,31.427237,31.427139,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
875,0.016667,20,31179.615234,31179.615234,38276.382812,7096.767578,628.545410,31.427113,31.427422,31.427271,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
876,0.016667,20,31179.666016,31179.666016,38276.382812,7096.716797,628.545898,31.427116,31.427507,31.427296,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
