frame,dt,N,areaSigned,areaAbs,targetArea,areaErr,perim,minEdge,maxEdge,avgEdge,flipped,selfIntersect,grabbed,dragInside,iters,areaStiff,edgeStiff,diagStiff,maxCorr,damping
336,0.016667,20,31179.419922,31179.419922,38276.382812,7096.962891,628.543396,31.427048,31.427301,31.427170,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
337,0.016667,20,31179.427734,31179.427734,38276.382812,7096.955078,628.543457,31.427048,31.427330,31.427174,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
338,0.016667,20,31179.435547,31179.435547,38276.382812,7096.947266,628.543579,31.427078,31.427303,31.427179,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
339,0.016667,20,31179.441406,31179.441406,38276.382812,7096.941406,628.543640,31.427078,31.427330,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
340,0.016667,20,31179.447266,31179.447266,38276.382812,7096.935547,628.543701,31.427078,31.427345,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
341,0.016667,20,31179.455078,31179.455078,38276.382812,7096.927734,628.543823,31.427071,31.427359,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
342,0.016667,20,31179.462891,31179.462891,38276.382812,7096.919922,628.543945,31.427055,31.427387,31.427197,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
343,0.016667,20,31179.470703,31179.470703,38276.382812,7096.912109,628.543945,31.427029,31.427414,31.427197,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
344,0.016667,20,31179.474609,31179.474609,38276.382812,7096.908203,628.543884,31.427027,31.427443,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
345,0.016667,20,31179.472656,31179.472656,38276.382812,7096.910156,628.543945,31.427027,31.427429,31.427197,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
346,0.016667,20,31179.468750,31179.468750,38276.382812,7096.914062,628.543884,31.427025,31.427404,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
347,0.016667,20,31179.464844,31179.464844,38276.382812,7096.917969,628.543884,31.427038,31.427393,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
348,0.016667,20,31179.460938,31179.460938,38276.382812,7096.921875,628.543823,31.427010,31.427395,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
349,0.016667,20,31179.460938,31179.460938,38276.382812,7096.921875,628.543762,31.426983,31.427397,31.427189,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
350,0.016667,20,31179.457031,31179.457031,38276.382812,7096.925781,628.543701,31.426954,31.427319,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
351,0.016667,20,31179.453125,31179.453125,38276.382812,7096.929688,628.543823,31.426941,31.427319,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
352,0.016667,20,31179.447266,31179.447266,38276.382812,7096.935547,628.543701,31.426941,31.427319,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
353,0.016667,20,31179.441406,31179.441406,38276.382812,7096.941406,628.543579,31.426941,31.427290,31.427179,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
354,0.016667,20,31179.439453,31179.439453,38276.382812,7096.943359,628.543640,31.426941,31.427296,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
355,0.016667,20,31179.441406,31179.441406,38276.382812,7096.941406,628.543579,31.426941,31.427311,31.427179,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
356,0.016667,20,31179.441406,31179.441406,38276.382812,7096.941406,628.543640,31.426941,31.427301,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
357,0.016667,20,31179.441406,31179.441406,38276.382812,7096.941406,628.543640,31.427031,31.427263,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
358,0.016667,20,31179.443359,31179.443359,38276.382812,7096.939453,628.543640,31.427031,31.427303,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
359,0.016667,20,31179.445312,31179.445312,38276.382812,7096.937500,628.543640,31.427055,31.427332,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
360,0.016667,20,31179.443359,31179.443359,38276.382812,7096.939453,628.543701,31.427040,31.427324,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
361,0.016667,20,31179.441406,31179.441406,38276.382812,7096.941406,628.543640,31.427013,31.427303,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
362,0.016667,20,31179.439453,31179.439453,38276.382812,7096.943359,628.543640,31.427040,31.427345,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
363,0.016667,20,31179.437500,31179.437500,38276.382812,7096.945312,628.543640,31.427065,31.427366,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
364,0.016751,20,31179.439453,31179.439453,38276.382812,7096.943359,628.543640,31.427065,31.427322,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
365,0.016667,20,31179.449219,31179.449219,38276.382812,7096.933594,628.543762,31.427038,31.427303,31.427189,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
366,0.016667,20,31179.457031,31179.457031,38276.382812,7096.925781,628.543762,31.427038,31.427303,31.427189,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
367,0.016667,20,31179.464844,31179.464844,38276.382812,7096.917969,628.543823,31.427065,31.427303,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
368,0.016667,20,31179.470703,31179.470703,38276.382812,7096.912109,628.543823,31.427057,31.427330,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
369,0.016667,20,31179.476562,31179.476562,38276.382812,7096.906250,628.543884,31.427057,31.427359,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
370,0.016667,20,31179.482422,31179.482422,38276.382812,7096.900391,628.544006,31.427055,31.427385,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
371,0.016667,20,31179.490234,31179.490234,38276.382812,7096.892578,628.544067,31.427055,31.427414,31.427204,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
372,0.016667,20,31179.496094,31179.496094,38276.382812,7096.886719,628.544128,31.427069,31.427416,31.427206,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
373,0.016667,20,31179.500000,31179.500000,38276.382812,7096.882812,628.544189,31.427095,31.427362,31.427210,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
374,0.016667,20,31179.501953,31179.501953,38276.382812,7096.880859,628.544250,31.427094,31.427336,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
375,0.016667,20,31179.505859,31179.505859,38276.382812,7096.876953,628.544250,31.427080,31.427336,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
376,0.016667,20,31179.511719,31179.511719,38276.382812,7096.871094,628.544312,31.427107,31.427298,31.427216,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
377,0.016667,20,31179.519531,31179.519531,38276.382812,7096.863281,628.544373,31.427116,31.427317,31.427219,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
378,0.016667,20,31179.501953,31179.501953,38276.382812,7096.880859,628.544189,31.427086,31.427336,31.427210,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
379,0.016667,20,31179.455078,31179.455078,38276.382812,7096.927734,628.543762,31.426979,31.427324,31.427189,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
380,0.016667,20,31179.441406,31179.441406,38276.382812,7096.941406,628.543640,31.426914,31.427311,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
381,0.016667,20,31179.429688,31179.429688,38276.382812,7096.953125,628.543457,31.426914,31.427340,31.427174,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
382,0.016667,20,31179.429688,31179.429688,38276.382812,7096.953125,628.543518,31.426956,31.427347,31.427176,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
383,0.016667,20,31179.439453,31179.439453,38276.382812,7096.943359,628.543640,31.426979,31.427362,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
384,0.016667,20,31179.451172,31179.451172,38276.382812,7096.931641,628.543701,31.426979,31.427378,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
385,0.016667,20,31179.460938,31179.460938,38276.382812,7096.921875,628.543762,31.426979,31.427395,31.427189,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
386,0.016667,20,31179.468750,31179.468750,38276.382812,7096.914062,628.543884,31.427023,31.427410,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
387,0.016667,20,31179.476562,31179.476562,38276.382812,7096.906250,628.543945,31.427023,31.427418,31.427197,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
388,0.016667,20,31179.484375,31179.484375,38276.382812,7096.898438,628.544006,31.427063,31.427404,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
389,0.016667,20,31179.484375,31179.484375,38276.382812,7096.898438,628.544006,31.427086,31.427412,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
390,0.016667,20,31179.494141,31179.494141,38276.382812,7096.888672,628.544189,31.427095,31.427452,31.427210,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
391,0.016667,20,31179.505859,31179.505859,38276.382812,7096.876953,628.544250,31.427082,31.427429,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
392,0.016701,20,31179.517578,31179.517578,38276.382812,7096.865234,628.544373,31.427065,31.427406,31.427219,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
393,0.016667,20,31179.533203,31179.533203,38276.382812,7096.849609,628.544495,31.427086,31.427385,31.427225,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
394,0.016667,20,31179.544922,31179.544922,38276.382812,7096.837891,628.544617,31.427095,31.427387,31.427231,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
395,0.016667,20,31179.552734,31179.552734,38276.382812,7096.830078,628.544678,31.427118,31.427355,31.427235,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
396,0.016667,20,31179.558594,31179.558594,38276.382812,7096.824219,628.544800,31.427090,31.427380,31.427240,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
397,0.016667,20,31179.558594,31179.558594,38276.382812,7096.824219,628.544861,31.427090,31.427404,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
398,0.016667,20,31179.556641,31179.556641,38276.382812,7096.826172,628.544800,31.427090,31.427376,31.427240,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
399,0.016667,20,31179.552734,31179.552734,38276.382812,7096.830078,628.544739,31.427090,31.427374,31.427237,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
400,0.016667,20,31179.539062,31179.539062,38276.382812,7096.843750,628.544678,31.427080,31.427382,31.427235,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
401,0.016667,20,31179.521484,31179.521484,38276.382812,7096.861328,628.544495,31.427052,31.427404,31.427225,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
402,0.016667,20,31179.501953,31179.501953,38276.382812,7096.880859,628.544250,31.427029,31.427389,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
403,0.016667,20,31179.484375,31179.484375,38276.382812,7096.898438,628.544006,31.426970,31.427349,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
404,0.016667,20,31179.464844,31179.464844,38276.382812,7096.917969,628.543884,31.426970,31.427353,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
405,0.016667,20,31179.451172,31179.451172,38276.382812,7096.931641,628.543701,31.426970,31.427355,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
406,0.016667,20,31179.447266,31179.447266,38276.382812,7096.935547,628.543701,31.427025,31.427359,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
407,0.016667,20,31179.439453,31179.439453,38276.382812,7096.943359,628.543579,31.427013,31.427311,31.427179,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
408,0.016667,20,31179.429688,31179.429688,38276.382812,7096.953125,628.543579,31.427013,31.427317,31.427179,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
409,0.016667,20,31179.421875,31179.421875,38276.382812,7096.960938,628.543457,31.427013,31.427299,31.427174,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
410,0.016667,20,31179.416016,31179.416016,38276.382812,7096.966797,628.543396,31.427044,31.427265,31.427170,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
411,0.016667,20,31179.414062,31179.414062,38276.382812,7096.968750,628.543396,31.427036,31.427265,31.427170,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
412,0.016667,20,31179.410156,31179.410156,38276.382812,7096.972656,628.543335,31.427027,31.427275,31.427166,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
413,0.016667,20,31179.412109,31179.412109,38276.382812,7096.970703,628.543335,31.427027,31.427273,31.427166,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
414,0.016667,20,31179.416016,31179.416016,38276.382812,7096.966797,628.543396,31.427031,31.427277,31.427170,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
415,0.016667,20,31179.421875,31179.421875,38276.382812,7096.960938,628.543457,31.427000,31.427305,31.427174,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
416,0.016667,20,31179.429688,31179.429688,38276.382812,7096.953125,628.543518,31.427023,31.427284,31.427176,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
417,0.016667,20,31178.845703,31178.845703,38276.382812,7097.537109,628.537537,31.426796,31.427074,31.426876,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
418,0.016667,20,31179.292969,31179.292969,38276.382812,7097.089844,628.542175,31.426937,31.427231,31.427109,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
419,0.016667,20,31179.576172,31179.576172,38276.382812,7096.806641,628.545044,31.427065,31.427385,31.427252,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
420,0.016667,20,31179.605469,31179.605469,38276.382812,7096.777344,628.545166,31.427149,31.427464,31.427258,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
421,0.016667,20,31179.564453,31179.564453,38276.382812,7096.818359,628.544861,31.427137,31.427435,31.427242,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
422,0.016667,20,31179.509766,31179.509766,38276.382812,7096.873047,628.544250,31.427094,31.427378,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
423,0.016667,20,31179.451172,31179.451172,38276.382812,7096.931641,628.543701,31.427078,31.427320,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
424,0.016667,20,31179.455078,31179.455078,38276.382812,7096.927734,628.543762,31.427063,31.427313,31.427189,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
425,0.016667,20,31179.453125,31179.453125,38276.382812,7096.929688,628.543762,31.427044,31.427336,31.427189,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
426,0.016667,20,31179.441406,31179.441406,38276.382812,7096.941406,628.543640,31.427061,31.427324,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
427,0.016667,20,31179.419922,31179.419922,38276.382812,7096.962891,628.543457,31.427074,31.427305,31.427174,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
428,0.016667,20,31179.394531,31179.394531,38276.382812,7096.988281,628.543213,31.427044,31.427267,31.427160,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
429,0.016667,20,31179.375000,31179.375000,38276.382812,7097.007812,628.542908,31.427015,31.427301,31.427145,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
430,0.016667,20,31179.359375,31179.359375,38276.382812,7097.023438,628.542847,31.426996,31.427299,31.427143,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
431,0.016667,20,31179.355469,31179.355469,38276.382812,7097.027344,628.542786,31.427036,31.427267,31.427139,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
432,0.016667,20,31179.361328,31179.361328,38276.382812,7097.021484,628.542847,31.427044,31.427242,31.427143,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
433,0.016667,20,31179.376953,31179.376953,38276.382812,7097.005859,628.542969,31.427044,31.427267,31.427149,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
434,0.016667,20,31179.394531,31179.394531,38276.382812,7096.988281,628.543152,31.427034,31.427305,31.427158,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
435,0.016667,20,31179.408203,31179.408203,38276.382812,7096.974609,628.543274,31.427023,31.427341,31.427164,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
436,0.016667,20,31179.417969,31179.417969,38276.382812,7096.964844,628.543457,31.427032,31.427334,31.427174,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
437,0.016667,20,31179.423828,31179.423828,38276.382812,7096.958984,628.543518,31.427023,31.427322,31.427176,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
438,0.016667,20,31179.431641,31179.431641,38276.382812,7096.951172,628.543518,31.427004,31.427301,31.427176,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
439,0.016667,20,31179.443359,31179.443359,38276.382812,7096.939453,628.543579,31.427004,31.427309,31.427179,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
440,0.016667,20,31179.455078,31179.455078,38276.382812,7096.927734,628.543701,31.427017,31.427307,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
441,0.016667,20,31179.468750,31179.468750,38276.382812,7096.914062,628.543884,31.427053,31.427336,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
442,0.016667,20,31179.484375,31179.484375,38276.382812,7096.898438,628.544067,31.427034,31.427336,31.427204,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
443,0.016667,20,31179.501953,31179.501953,38276.382812,7096.880859,628.544312,31.427025,31.427359,31.427216,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
444,0.016667,20,31178.908203,31178.908203,38276.382812,7097.474609,628.538208,31.426807,31.427000,31.426910,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
445,0.016667,20,31179.328125,31179.328125,38276.382812,7097.054688,628.542419,31.427069,31.427197,31.427120,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
446,0.016667,20,31179.582031,31179.582031,38276.382812,7096.800781,628.545105,31.427107,31.427349,31.427256,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
447,0.016667,20,31179.593750,31179.593750,38276.382812,7096.789062,628.545105,31.427130,31.427395,31.427256,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
448,0.016667,20,31179.556641,31179.556641,38276.382812,7096.826172,628.544800,31.427099,31.427389,31.427240,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
449,0.016667,20,31179.529297,31179.529297,38276.382812,7096.853516,628.544495,31.427086,31.427389,31.427225,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
450,0.016667,20,31179.515625,31179.515625,38276.382812,7096.867188,628.544312,31.427036,31.427374,31.427216,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
451,0.016667,20,31179.505859,31179.505859,38276.382812,7096.876953,628.544250,31.427048,31.427351,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
452,0.016667,20,31179.513672,31179.513672,38276.382812,7096.869141,628.544250,31.427073,31.427364,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
453,0.016667,20,31179.529297,31179.529297,38276.382812,7096.853516,628.544434,31.427046,31.427387,31.427221,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
454,0.016667,20,31179.525391,31179.525391,38276.382812,7096.857422,628.544434,31.427065,31.427399,31.427221,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
455,0.016667,20,31179.521484,31179.521484,38276.382812,7096.861328,628.544373,31.427061,31.427408,31.427219,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
456,0.016667,20,31179.519531,31179.519531,38276.382812,7096.863281,628.544373,31.427052,31.427412,31.427219,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
457,0.016667,20,31179.513672,31179.513672,38276.382812,7096.869141,628.544312,31.427038,31.427412,31.427216,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
458,0.016667,20,31179.507812,31179.507812,38276.382812,7096.875000,628.544250,31.427006,31.427353,31.427212,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
459,0.016667,20,31179.498047,31179.498047,38276.382812,7096.884766,628.544189,31.427078,31.427353,31.427210,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
460,0.016667,20,31179.490234,31179.490234,38276.382812,7096.892578,628.544067,31.427053,31.427353,31.427204,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
461,0.016667,20,31179.484375,31179.484375,38276.382812,7096.898438,628.544006,31.427032,31.427353,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
462,0.016667,20,31179.476562,31179.476562,38276.382812,7096.906250,628.543945,31.427004,31.427353,31.427197,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
463,0.016667,20,31179.470703,31179.470703,38276.382812,7096.912109,628.543884,31.427027,31.427343,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
464,0.016667,20,31179.470703,31179.470703,38276.382812,7096.912109,628.543884,31.427027,31.427343,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
465,0.016667,20,31179.470703,31179.470703,38276.382812,7096.912109,628.543945,31.427023,31.427362,31.427197,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
466,0.016667,20,31179.466797,31179.466797,38276.382812,7096.916016,628.543884,31.426979,31.427401,31.427195,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
467,0.016667,20,31179.457031,31179.457031,38276.382812,7096.925781,628.543762,31.426937,31.427376,31.427189,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
468,0.016667,20,31179.455078,31179.455078,38276.382812,7096.927734,628.543823,31.427000,31.427355,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
469,0.016667,20,31179.445312,31179.445312,38276.382812,7096.937500,628.543640,31.427023,31.427305,31.427181,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
470,0.016667,20,31179.447266,31179.447266,38276.382812,7096.935547,628.543701,31.427023,31.427305,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
471,0.016667,20,31179.457031,31179.457031,38276.382812,7096.925781,628.543823,31.427067,31.427305,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
472,0.016667,20,31179.462891,31179.462891,38276.382812,7096.919922,628.543823,31.427055,31.427320,31.427191,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
473,0.016667,20,31179.457031,31179.457031,38276.382812,7096.925781,628.543762,31.427029,31.427349,31.427189,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
474,0.016667,20,31179.447266,31179.447266,38276.382812,7096.935547,628.543701,31.427029,31.427275,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
475,0.016667,20,31179.443359,31179.443359,38276.382812,7096.939453,628.543701,31.427065,31.427252,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
476,0.016667,20,31179.445312,31179.445312,38276.382812,7096.937500,628.543701,31.427065,31.427277,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
477,0.016667,20,31179.445312,31179.445312,38276.382812,7096.937500,628.543701,31.427065,31.427336,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
478,0.016667,20,31179.449219,31179.449219,38276.382812,7096.933594,628.543701,31.427086,31.427319,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
479,0.016667,20,31179.455078,31179.455078,38276.382812,7096.927734,628.543701,31.427097,31.427334,31.427185,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
480,0.016667,20,31179.476562,31179.476562,38276.382812,7096.906250,628.544006,31.427111,31.427334,31.427200,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
481,0.016667,20,31179.500000,31179.500000,38276.382812,7096.882812,628.544189,31.427128,31.427334,31.427210,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
482,0.016667,20,31179.523438,31179.523438,38276.382812,7096.859375,628.544495,31.427130,31.427347,31.427225,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
483,0.016667,20,31179.544922,31179.544922,38276.382812,7096.837891,628.544739,31.427130,31.427349,31.427237,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
484,0.016667,20,31179.550781,31179.550781,38276.382812,7096.832031,628.544739,31.427155,31.427349,31.427237,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
485,0.016667,20,31179.556641,31179.556641,38276.382812,7096.826172,628.544800,31.427155,31.427351,31.427240,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
486,0.016667,20,31179.552734,31179.552734,38276.382812,7096.830078,628.544739,31.427153,31.427353,31.427237,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
487,0.016667,20,31179.544922,31179.544922,38276.382812,7096.837891,628.544678,31.427151,31.427361,31.427235,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
488,0.016667,20,31179.542969,31179.542969,38276.382812,7096.839844,628.544617,31.427116,31.427382,31.427231,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
489,0.016757,20,31179.544922,31179.544922,38276.382812,7096.837891,628.544678,31.427132,31.427422,31.427235,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
490,0.016667,20,31179.544922,31179.544922,38276.382812,7096.837891,628.544678,31.427151,31.427425,31.427235,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
491,0.016667,20,31179.541016,31179.541016,38276.382812,7096.841797,628.544678,31.427151,31.427425,31.427235,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
492,0.016667,20,31179.537109,31179.537109,38276.382812,7096.845703,628.544495,31.427109,31.427418,31.427225,0,0,-1,0,16,0.1800,0.9500,0.3500,6.000,0.9700
