frame,dt,N,areaSigned,areaAbs,targetArea,perim,selfInt,lockedCount,grabbed,dragInside
339,0.016667,20,38153.871094,38153.871094,38013.273438,695.345886,0,0,-1,0
340,0.016667,20,38153.867188,38153.867188,38013.273438,695.344727,0,0,-1,0
341,0.016667,20,38154.015625,38154.015625,38013.273438,695.345215,0,0,-1,0
342,0.016667,20,38154.125000,38154.125000,38013.273438,695.345337,0,0,-1,0
343,0.016667,20,38154.207031,38154.207031,38013.273438,695.344971,0,0,-1,0
344,0.016667,20,38154.269531,38154.269531,38013.273438,695.344543,0,0,-1,0
345,0.016667,20,38154.335938,38154.335938,38013.273438,695.344421,0,0,-1,0
346,0.016667,20,38154.410156,38154.410156,38013.273438,695.344177,0,0,-1,0
347,0.016667,20,38154.441406,38154.441406,38013.273438,695.343567,0,0,-1,0
348,0.016667,20,38154.488281,38154.488281,38013.273438,695.343140,0,0,-1,0
349,0.016667,20,38154.542969,38154.542969,38013.273438,695.342712,0,0,-1,0
350,0.016667,20,38154.621094,38154.621094,38013.273438,695.342529,0,0,-1,0
351,0.016667,20,38154.703125,38154.703125,38013.273438,695.342468,0,0,-1,0
352,0.016667,20,38154.792969,38154.792969,38013.273438,695.342407,0,0,-1,0
353,0.016667,20,38154.843750,38154.843750,38013.273438,695.342041,0,0,-1,0
354,0.016667,20,38144.394531,38144.394531,38013.273438,695.286865,0,0,4,0
355,0.016667,20,38157.222656,38157.222656,38013.273438,695.405884,0,0,4,0
356,0.016667,20,38153.332031,38153.332031,38013.273438,695.373474,0,0,4,0
357,0.016667,20,38149.714844,38149.714844,38013.273438,695.344238,0,0,4,0
358,0.016667,20,38150.402344,38150.402344,38013.273438,695.352661,0,0,4,0
359,0.016667,20,38151.386719,38151.386719,38013.273438,695.362793,0,0,4,0
360,0.016667,20,38151.179688,38151.179688,38013.273438,695.360840,0,0,4,0
361,0.016667,20,38150.847656,38150.847656,38013.273438,695.357666,0,0,4,0
362,0.016667,20,38150.792969,38150.792969,38013.273438,695.356873,0,0,4,0
363,0.016667,20,38150.890625,38150.890625,38013.273438,695.357361,0,0,4,0
364,0.016667,20,38150.972656,38150.972656,38013.273438,695.357605,0,0,4,0
365,0.016667,20,38150.929688,38150.929688,38013.273438,695.356628,0,0,4,0
366,0.016667,20,38150.933594,38150.933594,38013.273438,695.356018,0,0,4,0
367,0.016667,20,38150.992188,38150.992188,38013.273438,695.356018,0,0,4,0
368,0.016667,20,38151.046875,38151.046875,38013.273438,695.355957,0,0,4,0
369,0.016667,20,38159.222656,38159.222656,38013.273438,695.427490,0,0,4,0
370,0.016667,20,38185.980469,38185.980469,38013.273438,696.449463,0,0,4,0
371,0.016667,20,38134.671875,38134.671875,38013.273438,699.910400,0,0,4,0
372,0.016667,20,37715.777344,37715.777344,38013.273438,704.812805,0,0,4,0
373,0.016667,20,36874.296875,36874.296875,38013.273438,710.790588,0,0,4,0
374,0.016667,20,35785.320312,35785.320312,38013.273438,711.935730,0,0,4,0
375,0.016667,20,34961.332031,34961.332031,38013.273438,713.808167,0,0,4,0
376,0.016667,20,34402.660156,34402.660156,38013.273438,716.083496,0,0,4,0
377,0.016667,20,34011.148438,34011.148438,38013.273438,717.748474,0,0,4,0
378,0.016667,20,33727.675781,33727.675781,38013.273438,720.347290,0,0,4,0
379,0.016667,20,33429.152344,33429.152344,38013.273438,721.998352,0,0,4,0
380,0.016667,20,33192.828125,33192.828125,38013.273438,723.039062,0,0,4,0
381,0.016667,20,33123.136719,33123.136719,38013.273438,722.596802,0,0,4,0
382,0.016667,20,33298.937500,33298.937500,38013.273438,720.825867,0,0,4,0
383,0.016667,20,33681.964844,33681.964844,38013.273438,719.278076,0,0,4,0
384,0.016667,20,34104.421875,34104.421875,38013.273438,716.890808,0,0,4,0
385,0.016667,20,34515.265625,34515.265625,38013.273438,716.083374,0,0,4,0
386,0.016667,20,34779.558594,34779.558594,38013.273438,714.222290,0,0,4,0
387,0.016667,20,35010.847656,35010.847656,38013.273438,712.188965,0,0,4,0
388,0.016667,20,35278.578125,35278.578125,38013.273438,710.165771,0,0,4,0
389,0.016667,20,35587.933594,35587.933594,38013.273438,708.127380,0,0,4,0
390,0.016667,20,35922.535156,35922.535156,38013.273438,706.087952,0,0,4,0
391,0.016667,20,36265.363281,36265.363281,38013.273438,704.398010,0,0,4,0
392,0.016667,20,36579.289062,36579.289062,38013.273438,703.212646,0,0,4,0
393,0.016667,20,36817.562500,36817.562500,38013.273438,701.891968,0,0,4,0
394,0.016667,20,37015.789062,37015.789062,38013.273438,700.798279,0,0,4,0
395,0.016667,20,37187.644531,37187.644531,38013.273438,699.960327,0,0,4,0
396,0.016667,20,37331.621094,37331.621094,38013.273438,699.308716,0,0,4,0
397,0.016667,20,37446.824219,37446.824219,38013.273438,698.765747,0,0,4,0
398,0.016667,20,37538.750000,37538.750000,38013.273438,698.297974,0,0,4,0
399,0.016667,20,37614.621094,37614.621094,38013.273438,697.905273,0,0,4,0
400,0.016667,20,37679.023438,37679.023438,38013.273438,697.584717,0,0,4,0
401,0.016667,20,37733.839844,37733.839844,38013.273438,697.321655,0,0,4,0
402,0.016667,20,37780.207031,37780.207031,38013.273438,697.102539,0,0,4,0
403,0.016667,20,37819.175781,37819.175781,38013.273438,696.917847,0,0,4,0
404,0.016667,20,37851.949219,37851.949219,38013.273438,696.761597,0,0,4,0
405,0.016667,20,37879.496094,37879.496094,38013.273438,696.627808,0,0,4,0
406,0.016667,20,37902.914062,37902.914062,38013.273438,696.514282,0,0,4,0
407,0.016667,20,37923.121094,37923.121094,38013.273438,696.419006,0,0,4,0
408,0.016667,20,37940.507812,37940.507812,38013.273438,696.337708,0,0,4,0
409,0.016667,20,37955.562500,37955.562500,38013.273438,696.268799,0,0,4,0
410,0.016667,20,37968.554688,37968.554688,38013.273438,696.209229,0,0,4,0
411,0.016667,20,37979.855469,37979.855469,38013.273438,696.157837,0,0,4,0
412,0.016667,20,37989.746094,37989.746094,38013.273438,696.113464,0,0,4,0
413,0.016667,20,37998.386719,37998.386719,38013.273438,696.074280,0,0,4,0
414,0.016667,20,38005.976562,38005.976562,38013.273438,696.039612,0,0,4,0
415,0.016667,20,38012.621094,38012.621094,38013.273438,696.008240,0,0,4,0
416,0.016667,20,38018.574219,38018.574219,38013.273438,695.980774,0,0,4,0
417,0.016667,20,38023.988281,38023.988281,38013.273438,695.957336,0,0,4,0
418,0.016667,20,38028.796875,38028.796875,38013.273438,695.935913,0,0,4,0
419,0.016667,20,38033.089844,38033.089844,38013.273438,695.916748,0,0,4,0
420,0.016667,20,38036.906250,38036.906250,38013.273438,695.899109,0,0,4,0
421,0.016667,20,38040.312500,38040.312500,38013.273438,695.882935,0,0,4,0
422,0.016667,20,38043.468750,38043.468750,38013.273438,695.868896,0,0,4,0
423,0.016667,20,38046.292969,38046.292969,38013.273438,695.855774,0,0,4,0
424,0.016667,20,38048.878906,38048.878906,38013.273438,695.844116,0,0,4,0
425,0.016667,20,38051.285156,38051.285156,38013.273438,695.833557,0,0,4,0
426,0.016667,20,38053.531250,38053.531250,38013.273438,695.824341,0,0,4,0
427,0.016667,20,38055.457031,38055.457031,38013.273438,695.814453,0,0,4,0
428,0.016667,20,38057.343750,38057.343750,38013.273438,695.806519,0,0,4,0
429,0.016667,20,38059.085938,38059.085938,38013.273438,695.798950,0,0,4,0
430,0.016667,20,38060.640625,38060.640625,38013.273438,695.791382,0,0,4,0
431,0.016667,20,38061.730469,38061.730469,38013.273438,695.779053,0,0,-1,0
432,0.016667,20,38062.460938,38062.460938,38013.273438,695.758728,0,0,-1,0
433,0.016667,20,38064.691406,38064.691406,38013.273438,695.749817,0,0,-1,0
434,0.016667,20,38067.210938,38067.210938,38013.273438,695.741516,0,0,-1,0
435,0.016667,20,38069.601562,38069.601562,38013.273438,695.731445,0,0,-1,0
436,0.016667,20,38071.921875,38071.921875,38013.273438,695.719971,0,0,-1,0
437,0.016667,20,38074.250000,38074.250000,38013.273438,695.708496,0,0,-1,0
438,0.016667,20,38076.675781,38076.675781,38013.273438,695.697998,0,0,-1,0
439,0.016667,20,38078.996094,38078.996094,38013.273438,695.686829,0,0,-1,0
440,0.016667,20,38081.363281,38081.363281,38013.273438,695.676697,0,0,-1,0
441,0.016667,20,38083.570312,38083.570312,38013.273438,695.665466,0,0,-1,0
442,0.016667,20,38085.890625,38085.890625,38013.273438,695.655945,0,0,-1,0
443,0.016667,20,38088.078125,38088.078125,38013.273438,695.646057,0,0,-1,0
444,0.016667,20,38090.128906,38090.128906,38013.273438,695.635742,0,0,-1,0
445,0.016667,20,38092.210938,38092.210938,38013.273438,695.626526,0,0,-1,0
446,0.016667,20,38095.027344,38095.027344,38013.273438,695.627686,0,0,-1,0
447,0.016667,20,38095.945312,38095.945312,38013.273438,695.611755,0,0,-1,0
448,0.016667,20,38097.320312,38097.320312,38013.273438,695.600281,0,0,-1,0
449,0.016667,20,38099.035156,38099.035156,38013.273438,695.592773,0,0,-1,0
450,0.016667,20,38100.910156,38100.910156,38013.273438,695.587097,0,0,-1,0
451,0.016667,20,38102.578125,38102.578125,38013.273438,695.580139,0,0,-1,0
452,0.016667,20,38104.035156,38104.035156,38013.273438,695.571960,0,0,-1,0
453,0.016667,20,38105.558594,38105.558594,38013.273438,695.565002,0,0,-1,0
454,0.016667,20,38107.070312,38107.070312,38013.273438,695.558411,0,0,-1,0
455,0.016667,20,38108.566406,38108.566406,38013.273438,695.552429,0,0,-1,0
456,0.016667,20,38109.910156,38109.910156,38013.273438,695.545532,0,0,-1,0
457,0.016667,20,38111.929688,38111.929688,38013.273438,695.547119,0,0,-1,0
458,0.016667,20,38112.480469,38112.480469,38013.273438,695.535461,0,0,-1,0
459,0.016667,20,38113.378906,38113.378906,38013.273438,695.527405,0,0,-1,0
460,0.016669,20,38114.601562,38114.601562,38013.273438,695.522461,0,0,-1,0
461,0.016667,20,38115.968750,38115.968750,38013.273438,695.519348,0,0,-1,0
462,0.016667,20,38117.046875,38117.046875,38013.273438,695.513855,0,0,-1,0
463,0.016667,20,38118.140625,38118.140625,38013.273438,695.508911,0,0,-1,0
464,0.016667,20,38119.207031,38119.207031,38013.273438,695.504150,0,0,-1,0
465,0.016667,20,38120.222656,38120.222656,38013.273438,695.499146,0,0,-1,0
466,0.016667,20,38121.187500,38121.187500,38013.273438,695.494324,0,0,-1,0
467,0.016667,20,38122.175781,38122.175781,38013.273438,695.489929,0,0,-1,0
468,0.016667,20,38123.121094,38123.121094,38013.273438,695.485474,0,0,-1,0
469,0.016667,20,38124.167969,38124.167969,38013.273438,695.482300,0,0,-1,0
470,0.016667,20,38125.023438,38125.023438,38013.273438,695.477783,0,0,-1,0
471,0.016667,20,38125.832031,38125.832031,38013.273438,695.473206,0,0,-1,0
472,0.016877,20,38126.710938,38126.710938,38013.273438,695.469604,0,0,-1,0
473,0.016667,20,38127.582031,38127.582031,38013.273438,695.466309,0,0,-1,0
474,0.016667,20,38128.386719,38128.386719,38013.273438,695.462769,0,0,-1,0
475,0.016667,20,38129.066406,38129.066406,38013.273438,695.458435,0,0,-1,0
476,0.016667,20,38129.843750,38129.843750,38013.273438,695.455078,0,0,-1,0
477,0.016667,20,38130.582031,38130.582031,38013.273438,695.451843,0,0,-1,0
478,0.016667,20,38131.296875,38131.296875,38013.273438,695.448486,0,0,-1,0
479,0.016667,20,38132.058594,38132.058594,38013.273438,695.445984,0,0,-1,0
480,0.016667,20,38132.816406,38132.816406,38013.273438,695.443665,0,0,-1,0
481,0.016667,20,38133.375000,38133.375000,38013.273438,695.439880,0,0,-1,0
482,0.016667,20,38133.945312,38133.945312,38013.273438,695.436340,0,0,-1,0
483,0.016667,20,38134.597656,38134.597656,38013.273438,695.433838,0,0,-1,0
484,0.016667,20,38135.218750,38135.218750,38013.273438,695.431396,0,0,-1,0
485,0.016667,20,38135.769531,38135.769531,38013.273438,695.428406,0,0,-1,0
486,0.016667,20,38136.308594,38136.308594,38013.273438,695.425476,0,0,-1,0
487,0.016670,20,38136.933594,38136.933594,38013.273438,695.423828,0,0,-1,0
488,0.016667,20,38137.507812,38137.507812,38013.273438,695.421875,0,0,-1,0
489,0.016667,20,38137.996094,38137.996094,38013.273438,695.419373,0,0,-1,0
490,0.016667,20,38138.394531,38138.394531,38013.273438,695.416138,0,0,-1,0
491,0.016667,20,38138.855469,38138.855469,38013.273438,695.413757,0,0,-1,0
492,0.016667,20,38139.324219,38139.324219,38013.273438,695.411560,0,0,-1,0
493,0.016667,20,38139.894531,38139.894531,38013.273438,695.410461,0,0,-1,0
494,0.016667,20,38140.394531,38140.394531,38013.273438,695.409058,0,0,-1,0
495,0.016667,20,38140.839844,38140.839844,38013.273438,695.407227,0,0,-1,0
496,0.016667,20,38141.167969,38141.167969,38013.273438,695.404602,0,0,-1,0
497,0.016667,20,38141.500000,38141.500000,38013.273438,695.402161,0,0,-1,0
498,0.016667,20,38141.917969,38141.917969,38013.273438,695.400635,0,0,-1,0
499,0.016667,20,38142.246094,38142.246094,38013.273438,695.398315,0,0,-1,0
500,0.016667,20,38142.660156,38142.660156,38013.273438,695.397034,0,0,-1,0
501,0.016667,20,38143.386719,38143.386719,38013.273438,695.398926,0,0,-1,0
502,0.016667,20,38143.320312,38143.320312,38013.273438,695.393738,0,0,-1,0
503,0.016667,20,38143.492188,38143.492188,38013.273438,695.390686,0,0,-1,0
504,0.016667,20,38143.949219,38143.949219,38013.273438,695.390259,0,0,-1,0
505,0.016667,20,38144.363281,38144.363281,38013.273438,695.389526,0,0,-1,0
506,0.016667,20,38144.746094,38144.746094,38013.273438,695.388611,0,0,-1,0
507,0.016667,20,38144.972656,38144.972656,38013.273438,695.386353,0,0,-1,0
508,0.016667,20,38145.285156,38145.285156,38013.273438,695.385132,0,0,-1,0
509,0.016667,20,38145.671875,38145.671875,38013.273438,695.384460,0,0,-1,0
510,0.016667,20,38145.957031,38145.957031,38013.273438,695.383179,0,0,-1,0
511,0.016667,20,38146.156250,38146.156250,38013.273438,695.381104,0,0,-1,0
512,0.016667,20,38146.398438,38146.398438,38013.273438,695.379578,0,0,-1,0
513,0.016667,20,38146.671875,38146.671875,38013.273438,695.378296,0,0,-1,0
514,0.016667,20,38146.933594,38146.933594,38013.273438,695.377197,0,0,-1,0
515,0.016667,20,38147.179688,38147.179688,38013.273438,695.376038,0,0,-1,0
516,0.016667,20,38147.496094,38147.496094,38013.273438,695.375488,0,0,-1,0
517,0.016667,20,38147.769531,38147.769531,38013.273438,695.374695,0,0,-1,0
518,0.016667,20,38147.937500,38147.937500,38013.273438,695.373047,0,0,-1,0
519,0.016667,20,38148.179688,38148.179688,38013.273438,695.372131,0,0,-1,0
520,0.016667,20,38148.480469,38148.480469,38013.273438,695.371948,0,0,-1,0
521,0.016667,20,38148.660156,38148.660156,38013.273438,695.370605,0,0,-1,0
522,0.016667,20,38148.871094,38148.871094,38013.273438,695.369690,0,0,-1,0
523,0.016667,20,38149.011719,38149.011719,38013.273438,695.368286,0,0,-1,0
524,0.016667,20,38149.199219,38149.199219,38013.273438,695.367188,0,0,-1,0
525,0.016667,20,38149.441406,38149.441406,38013.273438,695.366638,0,0,-1,0
526,0.016667,20,38149.609375,38149.609375,38013.273438,695.365662,0,0,-1,0
527,0.016667,20,38149.718750,38149.718750,38013.273438,695.364075,0,0,-1,0
528,0.016667,20,38149.894531,38149.894531,38013.273438,695.363342,0,0,-1,0
529,0.016667,20,38150.078125,38150.078125,38013.273438,695.362488,0,0,-1,0
530,0.016667,20,38150.261719,38150.261719,38013.273438,695.362061,0,0,-1,0
531,0.016667,20,38150.464844,38150.464844,38013.273438,695.361450,0,0,-1,0
532,0.016667,20,38150.679688,38150.679688,38013.273438,695.361206,0,0,-1,0
533,0.016667,20,38150.867188,38150.867188,38013.273438,695.360718,0,0,-1,0
534,0.016667,20,38150.957031,38150.957031,38013.273438,695.359436,0,0,-1,0
535,0.016667,20,38151.074219,38151.074219,38013.273438,695.358337,0,0,-1,0
536,0.016667,20,38151.210938,38151.210938,38013.273438,695.357544,0,0,-1,0
537,0.016667,20,38151.328125,38151.328125,38013.273438,695.356506,0,0,-1,0
538,0.016667,20,38151.480469,38151.480469,38013.273438,695.355774,0,0,-1,0
539,0.016667,20,38151.695312,38151.695312,38013.273438,695.355652,0,0,-1,0
540,0.016667,20,38151.875000,38151.875000,38013.273438,695.355408,0,0,-1,0
541,0.016667,20,38152.027344,38152.027344,38013.273438,695.354736,0,0,-1,0
542,0.016667,20,38152.191406,38152.191406,38013.273438,695.354553,0,0,-1,0
543,0.016667,20,38152.378906,38152.378906,38013.273438,695.354431,0,0,-1,0
544,0.016667,20,38152.523438,38152.523438,38013.273438,695.354065,0,0,-1,0
545,0.016667,20,38152.617188,38152.617188,38013.273438,695.353271,0,0,-1,0
546,0.016667,20,38152.761719,38152.761719,38013.273438,695.353088,0,0,-1,0
547,0.016667,20,38152.902344,38152.902344,38013.273438,695.352905,0,0,-1,0
548,0.016667,20,38152.953125,38152.953125,38013.273438,695.351929,0,0,-1,0
549,0.016667,20,38152.945312,38152.945312,38013.273438,695.350403,0,0,-1,0
550,0.016667,20,38153.000000,38153.000000,38013.273438,695.349670,0,0,-1,0
551,0.016667,20,38153.164062,38153.164062,38013.273438,695.349976,0,0,-1,0
552,0.016667,20,38153.277344,38153.277344,38013.273438,695.349670,0,0,-1,0
553,0.016667,20,38153.351562,38153.351562,38013.273438,695.349243,0,0,-1,0
554,0.016667,20,38153.433594,38153.433594,38013.273438,695.348816,0,0,-1,0
555,0.016667,20,38153.511719,38153.511719,38013.273438,695.348450,0,0,-1,0
556,0.016667,20,38153.613281,38153.613281,38013.273438,695.348328,0,0,-1,0
557,0.016667,20,38153.730469,38153.730469,38013.273438,695.348328,0,0,-1,0
558,0.016667,20,38153.843750,38153.843750,38013.273438,695.348328,0,0,-1,0
559,0.016667,20,38153.953125,38153.953125,38013.273438,695.348328,0,0,-1,0
560,0.016667,20,38154.007812,38154.007812,38013.273438,695.347961,0,0,-1,0
561,0.016667,20,38154.015625,38154.015625,38013.273438,695.347168,0,0,-1,0
562,0.016667,20,38154.035156,38154.035156,38013.273438,695.346375,0,0,-1,0
563,0.016667,20,38154.097656,38154.097656,38013.273438,695.346008,0,0,-1,0
564,0.016667,20,38154.187500,38154.187500,38013.273438,695.346069,0,0,-1,0
565,0.016667,20,38154.273438,38154.273438,38013.273438,695.345886,0,0,-1,0
566,0.016667,20,38154.328125,38154.328125,38013.273438,695.345398,0,0,-1,0
567,0.016667,20,38154.363281,38154.363281,38013.273438,695.344849,0,0,-1,0
568,0.016716,20,38154.386719,38154.386719,38013.273438,695.344360,0,0,-1,0
569,0.016667,20,38154.441406,38154.441406,38013.273438,695.344116,0,0,-1,0
570,0.016667,20,38154.503906,38154.503906,38013.273438,695.343872,0,0,-1,0
571,0.016667,20,38154.558594,38154.558594,38013.273438,695.343567,0,0,-1,0
572,0.016667,20,38154.574219,38154.574219,38013.273438,695.342957,0,0,-1,0
573,0.016667,20,38154.617188,38154.617188,38013.273438,695.342590,0,0,-1,0
574,0.016667,20,38154.625000,38154.625000,38013.273438,695.341675,0,0,-1,0
575,0.016667,20,38154.644531,38154.644531,38013.273438,695.340942,0,0,-1,0
576,0.016667,20,38154.699219,38154.699219,38013.273438,695.340515,0,0,-1,0
577,0.016667,20,38151.332031,38151.332031,38013.273438,695.443298,0,0,4,0
578,0.016841,20,38119.449219,38119.449219,38013.273438,695.603333,0,0,4,0
579,0.016667,20,38080.718750,38080.718750,38013.273438,695.663452,0,0,4,0
580,0.016667,20,38049.367188,38049.367188,38013.273438,695.335327,0,0,4,0
581,0.016667,20,38078.003906,38078.003906,38013.273438,695.304688,0,0,4,0
582,0.016667,20,38126.925781,38126.925781,38013.273438,695.520569,0,0,4,0
583,0.016667,20,38152.359375,38152.359375,38013.273438,695.675232,0,0,4,0
584,0.016793,20,38127.566406,38127.566406,38013.273438,695.522095,0,0,4,0
585,0.016667,20,38115.902344,38115.902344,38013.273438,695.504944,0,0,4,0
586,0.016667,20,38113.738281,38113.738281,38013.273438,695.591003,0,0,4,0
587,0.016667,20,38092.925781,38092.925781,38013.273438,695.713074,0,0,4,0
588,0.016667,20,38069.390625,38069.390625,38013.273438,695.920166,0,0,4,0
589,0.016667,20,37989.339844,37989.339844,38013.273438,696.481079,0,0,4,0
590,0.016667,20,37852.363281,37852.363281,38013.273438,697.632507,0,0,4,0
591,0.016667,20,37053.695312,37053.695312,38013.273438,701.558228,0,0,4,0
592,0.016667,20,35984.839844,35984.839844,38013.273438,705.646057,0,0,4,0
593,0.016667,20,34468.421875,34468.421875,38013.273438,711.895020,0,0,4,0
594,0.016667,20,33248.558594,33248.558594,38013.273438,716.747070,0,0,4,0
595,0.016667,20,31774.824219,31774.824219,38013.273438,722.225891,0,0,4,0
596,0.016667,20,29937.861328,29937.861328,38013.273438,730.192200,0,0,4,0
597,0.016667,20,27770.562500,27770.562500,38013.273438,741.193237,0,0,4,0
598,0.016667,20,25357.646484,25357.646484,38013.273438,756.671509,0,0,4,0
599,0.016667,20,23308.621094,23308.621094,38013.273438,777.564758,0,0,4,0
600,0.016667,20,21257.285156,21257.285156,38013.273438,804.918091,0,0,4,0
601,0.016667,20,19841.408203,19841.408203,38013.273438,828.903137,0,0,4,0
602,0.016667,20,19658.462891,19658.462891,38013.273438,839.650146,0,0,4,0
603,0.016667,20,20945.357422,20945.357422,38013.273438,827.310059,0,0,4,0
604,0.016667,20,23278.468750,23278.468750,38013.273438,796.288818,0,0,4,0
605,0.016667,20,25932.861328,25932.861328,38013.273438,764.353333,0,0,4,0
606,0.016667,20,28726.703125,28726.703125,38013.273438,741.844849,0,0,4,0
607,0.016667,20,31029.199219,31029.199219,38013.273438,728.964355,0,0,4,0
608,0.016667,20,32784.878906,32784.878906,38013.273438,720.116821,0,0,4,0
609,0.016667,20,33772.789062,33772.789062,38013.273438,715.240356,0,0,4,0
610,0.016667,20,34467.738281,34467.738281,38013.273438,711.615295,0,0,4,0
611,0.016667,20,35019.937500,35019.937500,38013.273438,709.511047,0,0,4,0
612,0.016667,20,35418.238281,35418.238281,38013.273438,707.972168,0,0,4,0
613,0.016667,20,35822.246094,35822.246094,38013.273438,706.167236,0,0,4,0
614,0.016667,20,36163.218750,36163.218750,38013.273438,704.910767,0,0,4,0
615,0.016667,20,36440.324219,36440.324219,38013.273438,703.765869,0,0,4,0
616,0.016667,20,36626.898438,36626.898438,38013.273438,702.932251,0,0,4,0
617,0.016667,20,36739.679688,36739.679688,38013.273438,702.428040,0,0,4,0
618,0.016667,20,36786.601562,36786.601562,38013.273438,702.022278,0,0,4,0
619,0.016667,20,36806.203125,36806.203125,38013.273438,701.670532,0,0,4,0
620,0.016667,20,36831.382812,36831.382812,38013.273438,701.641541,0,0,4,0
621,0.016667,20,36847.582031,36847.582031,38013.273438,701.725891,0,0,4,0
622,0.016970,20,36844.488281,36844.488281,38013.273438,701.743530,0,0,4,0
623,0.016667,20,36868.382812,36868.382812,38013.273438,701.542786,0,0,4,0
624,0.016668,20,36888.128906,36888.128906,38013.273438,701.318176,0,0,4,0
625,0.016667,20,36948.792969,36948.792969,38013.273438,701.508179,0,0,4,0
626,0.016667,20,37151.230469,37151.230469,38013.273438,704.488525,0,0,4,0
627,0.016667,20,37136.515625,37136.515625,38013.273438,709.797302,0,0,4,0
628,0.016679,20,37116.902344,37116.902344,38013.273438,725.429260,0,0,4,0
629,0.016667,20,35331.734375,35331.734375,38013.273438,748.700378,0,0,4,0
630,0.016667,20,32416.246094,32416.246094,38013.273438,840.261414,0,0,4,0
631,0.016667,20,23600.939453,23600.939453,38013.273438,879.037598,0,0,4,0
632,0.016667,20,17282.042969,17282.042969,38013.273438,908.806335,0,0,4,0
633,0.016667,20,17407.054688,17407.054688,38013.273438,899.349121,0,0,4,0
634,0.016667,20,21461.392578,21461.392578,38013.273438,822.636414,0,0,4,0
635,0.016741,20,26274.281250,26274.281250,38013.273438,743.766174,0,0,4,0
636,0.016667,20,31183.478516,31183.478516,38013.273438,717.210571,0,0,4,0
637,0.016667,20,34856.941406,34856.941406,38013.273438,714.778870,0,0,4,0
638,0.016667,20,35666.078125,35666.078125,38013.273438,714.060486,0,0,4,0
639,0.016667,20,33262.789062,33262.789062,38013.273438,719.435669,0,0,4,0
640,0.016667,20,27658.589844,27658.589844,38013.273438,740.866699,0,0,4,0
641,0.016667,20,15649.966797,15649.966797,38013.273438,813.557495,0,0,4,0
642,0.016667,20,-14037.335938,14037.335938,38013.273438,1068.864014,1,0,4,0
643,0.016667,20,-40065.515625,40065.515625,38013.273438,860.696106,0,0,4,0
644,0.016667,20,-35864.375000,35864.375000,38013.273438,709.194519,0,0,4,0
645,0.016667,20,-25513.636719,25513.636719,38013.273438,747.139343,0,0,4,0
646,0.016667,20,-16444.771484,16444.771484,38013.273438,839.215393,0,0,4,0
647,0.016667,20,-15360.222656,15360.222656,38013.273438,905.398071,0,0,4,0
648,0.016667,20,-20866.720703,20866.720703,38013.273438,858.463745,0,0,4,0
649,0.016667,20,-25790.593750,25790.593750,38013.273438,767.299133,0,0,4,0
650,0.016667,20,-29821.140625,29821.140625,38013.273438,737.685364,0,0,4,0
651,0.016667,20,-32914.941406,32914.941406,38013.273438,738.067383,0,0,4,0
652,0.016667,20,-34221.554688,34221.554688,38013.273438,731.392334,0,0,4,0
653,0.016667,20,-34577.480469,34577.480469,38013.273438,718.713440,0,0,4,0
654,0.016667,20,-34901.828125,34901.828125,38013.273438,708.256165,0,0,4,0
655,0.016667,20,-34252.242188,34252.242188,38013.273438,713.619873,0,0,4,0
656,0.016667,20,-20948.064453,20948.064453,38013.273438,771.872925,0,0,4,0
657,0.016667,20,-5626.751465,5626.751465,38013.273438,957.790649,1,0,4,0
658,0.016667,20,25459.933594,25459.933594,38013.273438,1015.734009,1,0,4,0
659,0.016667,20,32339.615234,32339.615234,38013.273438,805.381653,0,0,4,0
660,0.016667,20,28243.460938,28243.460938,38013.273438,717.218018,0,0,4,0
661,0.016667,20,24920.693359,24920.693359,38013.273438,755.044312,0,0,4,0
662,0.016667,20,23337.796875,23337.796875,38013.273438,759.821594,0,0,4,0
663,0.016862,20,24079.023438,24079.023438,38013.273438,753.896057,0,0,4,0
664,0.016667,20,25569.267578,25569.267578,38013.273438,747.598083,0,0,4,0
665,0.016667,20,20364.111328,20364.111328,38013.273438,769.431030,0,0,4,0
666,0.016667,20,8809.574219,8809.574219,38013.273438,879.931274,1,0,4,0
667,0.016667,20,-23559.482422,23559.482422,38013.273438,1084.082031,1,0,4,0
668,0.016667,20,-34086.855469,34086.855469,38013.273438,859.353333,0,0,4,0
669,0.016667,20,-27711.455078,27711.455078,38013.273438,709.669922,0,0,4,0
670,0.016667,20,-23476.773438,23476.773438,38013.273438,762.258728,0,0,4,0
671,0.016667,20,-20700.609375,20700.609375,38013.273438,778.749695,0,0,4,0
672,0.016753,20,-21307.806641,21307.806641,38013.273438,772.924011,0,0,4,0
673,0.017104,20,-24211.785156,24211.785156,38013.273438,756.113770,0,0,4,0
674,0.016667,20,-23769.748047,23769.748047,38013.273438,753.380859,0,0,4,0
675,0.016667,20,-4291.781250,4291.781250,38013.273438,988.044250,1,0,4,0
676,0.016667,20,40798.714844,40798.714844,38013.273438,900.500183,1,0,4,0
677,0.016667,20,41708.921875,41708.921875,38013.273438,766.664368,0,0,4,0
678,0.016667,20,26616.957031,26616.957031,38013.273438,759.226929,0,0,4,0
679,0.016667,20,16986.992188,16986.992188,38013.273438,799.611694,0,0,4,0
680,0.016667,20,16354.010742,16354.010742,38013.273438,819.459778,0,0,4,0
681,0.016667,20,21868.226562,21868.226562,38013.273438,781.759155,0,0,4,0
682,0.016667,20,27731.156250,27731.156250,38013.273438,739.974121,0,0,4,0
