frame,dt,N,areaSigned,areaAbs,targetArea,perim,selfInt,lockedCount,grabbed,dragInside
54,0.016667,20,38157.449219,38157.449219,38013.273438,695.329895,0,0,-1,0
55,0.016667,20,38157.453125,38157.453125,38013.273438,695.330017,0,0,-1,0
56,0.016667,20,38157.460938,38157.460938,38013.273438,695.330017,0,0,-1,0
57,0.016667,20,38157.472656,38157.472656,38013.273438,695.330200,0,0,-1,0
58,0.016667,20,38157.488281,38157.488281,38013.273438,695.330322,0,0,-1,0
59,0.016667,20,38157.496094,38157.496094,38013.273438,695.330383,0,0,-1,0
60,0.016667,20,38157.503906,38157.503906,38013.273438,695.330566,0,0,-1,0
61,0.016667,20,38157.507812,38157.507812,38013.273438,695.330627,0,0,-1,0
62,0.016667,20,38157.515625,38157.515625,38013.273438,695.330566,0,0,-1,0
63,0.016667,20,38157.519531,38157.519531,38013.273438,695.330627,0,0,-1,0
64,0.016667,20,38157.527344,38157.527344,38013.273438,695.330627,0,0,-1,0
65,0.016667,20,38157.527344,38157.527344,38013.273438,695.330627,0,0,-1,0
66,0.016667,20,38157.531250,38157.531250,38013.273438,695.330688,0,0,-1,0
67,0.016667,20,38157.535156,38157.535156,38013.273438,695.330688,0,0,-1,0
68,0.016667,20,38157.531250,38157.531250,38013.273438,695.330750,0,0,-1,0
69,0.016667,20,38157.535156,38157.535156,38013.273438,695.330750,0,0,-1,0
70,0.016667,20,38157.539062,38157.539062,38013.273438,695.330750,0,0,-1,0
71,0.016667,20,38157.546875,38157.546875,38013.273438,695.330872,0,0,-1,0
72,0.016667,20,38157.550781,38157.550781,38013.273438,695.330933,0,0,-1,0
73,0.016667,20,38157.558594,38157.558594,38013.273438,695.330933,0,0,-1,0
74,0.016667,20,38157.566406,38157.566406,38013.273438,695.331055,0,0,-1,0
75,0.016667,20,38157.574219,38157.574219,38013.273438,695.331116,0,0,-1,0
76,0.016667,20,38157.585938,38157.585938,38013.273438,695.331238,0,0,-1,0
77,0.016668,20,38157.593750,38157.593750,38013.273438,695.331360,0,0,-1,0
78,0.016667,20,38157.597656,38157.597656,38013.273438,695.331360,0,0,-1,0
79,0.016667,20,38157.597656,38157.597656,38013.273438,695.331360,0,0,-1,0
80,0.016667,20,38157.601562,38157.601562,38013.273438,695.331421,0,0,-1,0
81,0.016667,20,38157.601562,38157.601562,38013.273438,695.331421,0,0,-1,0
82,0.016667,20,38157.601562,38157.601562,38013.273438,695.331421,0,0,-1,0
83,0.016667,20,38157.601562,38157.601562,38013.273438,695.331360,0,0,-1,0
84,0.016667,20,38157.601562,38157.601562,38013.273438,695.331421,0,0,-1,0
85,0.016667,20,38157.597656,38157.597656,38013.273438,695.331299,0,0,-1,0
86,0.016667,20,38157.589844,38157.589844,38013.273438,695.331299,0,0,-1,0
87,0.016667,20,38157.578125,38157.578125,38013.273438,695.331116,0,0,-1,0
88,0.016667,20,38157.566406,38157.566406,38013.273438,695.331055,0,0,-1,0
89,0.016667,20,38157.550781,38157.550781,38013.273438,695.330994,0,0,-1,0
90,0.016667,20,38157.542969,38157.542969,38013.273438,695.330872,0,0,-1,0
91,0.016667,20,38157.539062,38157.539062,38013.273438,695.330872,0,0,-1,0
92,0.016667,20,38157.539062,38157.539062,38013.273438,695.330750,0,0,-1,0
93,0.016667,20,38157.542969,38157.542969,38013.273438,695.330811,0,0,-1,0
94,0.016667,20,38157.546875,38157.546875,38013.273438,695.330933,0,0,-1,0
95,0.016667,20,38157.558594,38157.558594,38013.273438,695.330933,0,0,-1,0
96,0.016667,20,38157.566406,38157.566406,38013.273438,695.331055,0,0,-1,0
97,0.016667,20,38157.574219,38157.574219,38013.273438,695.331116,0,0,-1,0
98,0.016667,20,38157.578125,38157.578125,38013.273438,695.331238,0,0,-1,0
99,0.016667,20,38157.582031,38157.582031,38013.273438,695.331116,0,0,-1,0
100,0.016667,20,38157.585938,38157.585938,38013.273438,695.331177,0,0,-1,0
101,0.016667,20,38157.585938,38157.585938,38013.273438,695.331238,0,0,-1,0
102,0.016667,20,38157.582031,38157.582031,38013.273438,695.331238,0,0,-1,0
103,0.016667,20,38157.574219,38157.574219,38013.273438,695.331238,0,0,-1,0
104,0.016667,20,38157.566406,38157.566406,38013.273438,695.331055,0,0,-1,0
105,0.016667,20,38157.558594,38157.558594,38013.273438,695.331055,0,0,-1,0
106,0.016667,20,38157.546875,38157.546875,38013.273438,695.330811,0,0,-1,0
107,0.016667,20,38157.535156,38157.535156,38013.273438,695.330750,0,0,-1,0
108,0.016667,20,38157.527344,38157.527344,38013.273438,695.330688,0,0,-1,0
109,0.016667,20,38157.511719,38157.511719,38013.273438,695.330505,0,0,-1,0
110,0.016667,20,38157.500000,38157.500000,38013.273438,695.330444,0,0,-1,0
111,0.016670,20,38157.488281,38157.488281,38013.273438,695.330322,0,0,-1,0
112,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
113,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
114,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
115,0.016667,20,38157.476562,38157.476562,38013.273438,695.330200,0,0,-1,0
116,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
117,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
118,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
119,0.016667,20,38157.480469,38157.480469,38013.273438,695.330261,0,0,-1,0
120,0.016667,20,38157.484375,38157.484375,38013.273438,695.330322,0,0,-1,0
121,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
122,0.016667,20,38157.480469,38157.480469,38013.273438,695.330261,0,0,-1,0
123,0.016667,20,38157.480469,38157.480469,38013.273438,695.330261,0,0,-1,0
124,0.016667,20,38157.488281,38157.488281,38013.273438,695.330322,0,0,-1,0
125,0.016667,20,38157.488281,38157.488281,38013.273438,695.330383,0,0,-1,0
126,0.016667,20,38157.492188,38157.492188,38013.273438,695.330322,0,0,-1,0
127,0.016667,20,38157.496094,38157.496094,38013.273438,695.330444,0,0,-1,0
128,0.016667,20,38157.500000,38157.500000,38013.273438,695.330444,0,0,-1,0
129,0.016667,20,38157.511719,38157.511719,38013.273438,695.330627,0,0,-1,0
130,0.016667,20,38157.515625,38157.515625,38013.273438,695.330566,0,0,-1,0
131,0.016667,20,38157.515625,38157.515625,38013.273438,695.330627,0,0,-1,0
132,0.016667,20,38157.511719,38157.511719,38013.273438,695.330566,0,0,-1,0
133,0.016667,20,38157.507812,38157.507812,38013.273438,695.330566,0,0,-1,0
134,0.016667,20,38157.503906,38157.503906,38013.273438,695.330505,0,0,-1,0
135,0.016667,20,38157.496094,38157.496094,38013.273438,695.330505,0,0,-1,0
136,0.016667,20,38157.492188,38157.492188,38013.273438,695.330444,0,0,-1,0
137,0.016667,20,38157.488281,38157.488281,38013.273438,695.330444,0,0,-1,0
138,0.016737,20,38157.484375,38157.484375,38013.273438,695.330322,0,0,-1,0
139,0.016667,20,38157.484375,38157.484375,38013.273438,695.330322,0,0,-1,0
140,0.016667,20,38157.492188,38157.492188,38013.273438,695.330322,0,0,-1,0
141,0.016667,20,38157.500000,38157.500000,38013.273438,695.330444,0,0,-1,0
142,0.016667,20,38157.507812,38157.507812,38013.273438,695.330566,0,0,-1,0
143,0.016667,20,38157.519531,38157.519531,38013.273438,695.330566,0,0,-1,0
144,0.016667,20,38157.523438,38157.523438,38013.273438,695.330688,0,0,-1,0
145,0.016667,20,38157.527344,38157.527344,38013.273438,695.330750,0,0,-1,0
146,0.016667,20,38157.527344,38157.527344,38013.273438,695.330750,0,0,-1,0
147,0.016667,20,38157.527344,38157.527344,38013.273438,695.330750,0,0,-1,0
148,0.016667,20,38157.527344,38157.527344,38013.273438,695.330750,0,0,-1,0
149,0.016667,20,38157.531250,38157.531250,38013.273438,695.330811,0,0,-1,0
150,0.016667,20,38157.539062,38157.539062,38013.273438,695.330933,0,0,-1,0
151,0.016667,20,38157.550781,38157.550781,38013.273438,695.330933,0,0,-1,0
152,0.016667,20,38157.554688,38157.554688,38013.273438,695.330933,0,0,-1,0
153,0.016667,20,38157.554688,38157.554688,38013.273438,695.330994,0,0,-1,0
154,0.016667,20,38157.554688,38157.554688,38013.273438,695.330994,0,0,-1,0
155,0.016778,20,38157.542969,38157.542969,38013.273438,695.330994,0,0,-1,0
156,0.016667,20,38157.531250,38157.531250,38013.273438,695.330750,0,0,-1,0
157,0.016689,20,38157.515625,38157.515625,38013.273438,695.330566,0,0,-1,0
158,0.016667,20,38157.496094,38157.496094,38013.273438,695.330444,0,0,-1,0
159,0.016667,20,38157.496094,38157.496094,38013.273438,695.330444,0,0,-1,0
160,0.016667,20,38157.496094,38157.496094,38013.273438,695.330505,0,0,-1,0
161,0.016667,20,38157.496094,38157.496094,38013.273438,695.330444,0,0,-1,0
162,0.016667,20,38157.500000,38157.500000,38013.273438,695.330566,0,0,-1,0
163,0.016667,20,38157.500000,38157.500000,38013.273438,695.330566,0,0,-1,0
164,0.016667,20,38157.500000,38157.500000,38013.273438,695.330566,0,0,-1,0
165,0.016667,20,38157.492188,38157.492188,38013.273438,695.330505,0,0,-1,0
166,0.016755,20,38157.488281,38157.488281,38013.273438,695.330444,0,0,-1,0
167,0.016667,20,38157.484375,38157.484375,38013.273438,695.330444,0,0,-1,0
168,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
169,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
170,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
171,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
172,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
173,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
174,0.016667,20,38157.484375,38157.484375,38013.273438,695.330383,0,0,-1,0
175,0.016667,20,38157.484375,38157.484375,38013.273438,695.330322,0,0,-1,0
176,0.016667,20,38157.492188,38157.492188,38013.273438,695.330444,0,0,-1,0
177,0.016667,20,38157.496094,38157.496094,38013.273438,695.330444,0,0,-1,0
178,0.016667,20,38157.496094,38157.496094,38013.273438,695.330505,0,0,-1,0
179,0.016667,20,38157.500000,38157.500000,38013.273438,695.330566,0,0,-1,0
180,0.016667,20,38157.503906,38157.503906,38013.273438,695.330505,0,0,-1,0
181,0.016667,20,38157.511719,38157.511719,38013.273438,695.330566,0,0,-1,0
182,0.016667,20,38157.515625,38157.515625,38013.273438,695.330688,0,0,-1,0
183,0.016667,20,38157.523438,38157.523438,38013.273438,695.330750,0,0,-1,0
184,0.016667,20,38157.527344,38157.527344,38013.273438,695.330811,0,0,-1,0
185,0.016667,20,38157.531250,38157.531250,38013.273438,695.330811,0,0,-1,0
186,0.016667,20,38157.531250,38157.531250,38013.273438,695.330811,0,0,-1,0
187,0.016667,20,38157.554688,38157.554688,38013.273438,695.330994,0,0,-1,0
188,0.016667,20,38157.570312,38157.570312,38013.273438,695.331238,0,0,-1,0
189,0.016667,20,38157.582031,38157.582031,38013.273438,695.331299,0,0,-1,0
190,0.016667,20,38157.589844,38157.589844,38013.273438,695.331360,0,0,-1,0
191,0.016667,20,38157.589844,38157.589844,38013.273438,695.331299,0,0,-1,0
192,0.016667,20,38157.589844,38157.589844,38013.273438,695.331360,0,0,-1,0
193,0.016667,20,38157.582031,38157.582031,38013.273438,695.331238,0,0,-1,0
194,0.016667,20,38157.578125,38157.578125,38013.273438,695.331238,0,0,-1,0
195,0.016667,20,38157.574219,38157.574219,38013.273438,695.331238,0,0,-1,0
196,0.016667,20,38157.570312,38157.570312,38013.273438,695.331116,0,0,-1,0
197,0.016667,20,38157.554688,38157.554688,38013.273438,695.331055,0,0,-1,0
198,0.016667,20,38157.542969,38157.542969,38013.273438,695.330933,0,0,-1,0
199,0.016668,20,38157.531250,38157.531250,38013.273438,695.330811,0,0,-1,0
200,0.016667,20,38157.515625,38157.515625,38013.273438,695.330688,0,0,-1,0
201,0.016667,20,38157.500000,38157.500000,38013.273438,695.330505,0,0,-1,0
202,0.016667,20,38157.484375,38157.484375,38013.273438,695.330322,0,0,-1,0
203,0.016667,20,38157.472656,38157.472656,38013.273438,695.330261,0,0,-1,0
204,0.016667,20,38157.464844,38157.464844,38013.273438,695.330200,0,0,-1,0
205,0.016667,20,38157.460938,38157.460938,38013.273438,695.330078,0,0,-1,0
206,0.016667,20,38157.460938,38157.460938,38013.273438,695.330078,0,0,-1,0
207,0.016667,20,38157.460938,38157.460938,38013.273438,695.330078,0,0,-1,0
208,0.016667,20,38157.464844,38157.464844,38013.273438,695.330200,0,0,-1,0
209,0.016667,20,38157.464844,38157.464844,38013.273438,695.330261,0,0,-1,0
210,0.016667,20,38157.472656,38157.472656,38013.273438,695.330261,0,0,-1,0
211,0.016667,20,38157.472656,38157.472656,38013.273438,695.330322,0,0,-1,0
212,0.016667,20,38157.472656,38157.472656,38013.273438,695.330322,0,0,-1,0
213,0.016667,20,38157.472656,38157.472656,38013.273438,695.330261,0,0,-1,0
214,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
215,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
216,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
217,0.016667,20,38157.472656,38157.472656,38013.273438,695.330322,0,0,-1,0
218,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
219,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
220,0.016667,20,38157.476562,38157.476562,38013.273438,695.330383,0,0,-1,0
221,0.016667,20,38157.476562,38157.476562,38013.273438,695.330383,0,0,-1,0
222,0.016667,20,38157.480469,38157.480469,38013.273438,695.330261,0,0,-1,0
223,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
224,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
225,0.016667,20,38157.480469,38157.480469,38013.273438,695.330261,0,0,-1,0
226,0.016667,20,38157.484375,38157.484375,38013.273438,695.330322,0,0,-1,0
227,0.016667,20,38157.488281,38157.488281,38013.273438,695.330383,0,0,-1,0
228,0.016667,20,38157.496094,38157.496094,38013.273438,695.330444,0,0,-1,0
229,0.016667,20,38157.496094,38157.496094,38013.273438,695.330444,0,0,-1,0
230,0.016667,20,38157.484375,38157.484375,38013.273438,695.330261,0,0,-1,0
231,0.016667,20,38157.476562,38157.476562,38013.273438,695.330200,0,0,-1,0
232,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
233,0.016667,20,38157.480469,38157.480469,38013.273438,695.330261,0,0,-1,0
234,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
235,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
236,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
237,0.016667,20,38157.476562,38157.476562,38013.273438,695.330200,0,0,-1,0
238,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
239,0.016667,20,38157.484375,38157.484375,38013.273438,695.330322,0,0,-1,0
240,0.016667,20,38157.488281,38157.488281,38013.273438,695.330322,0,0,-1,0
241,0.016667,20,38157.488281,38157.488281,38013.273438,695.330322,0,0,-1,0
242,0.016667,20,38157.488281,38157.488281,38013.273438,695.330322,0,0,-1,0
243,0.016667,20,38157.484375,38157.484375,38013.273438,695.330322,0,0,-1,0
244,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
245,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
246,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
247,0.016667,20,38157.480469,38157.480469,38013.273438,695.330261,0,0,-1,0
248,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
249,0.016667,20,38157.476562,38157.476562,38013.273438,695.330322,0,0,-1,0
250,0.016667,20,38157.476562,38157.476562,38013.273438,695.330261,0,0,-1,0
251,0.016667,20,38157.472656,38157.472656,38013.273438,695.330200,0,0,-1,0
252,0.016667,20,38157.468750,38157.468750,38013.273438,695.330261,0,0,-1,0
253,0.016667,20,38157.472656,38157.472656,38013.273438,695.330322,0,0,-1,0
254,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
255,0.016667,20,38157.480469,38157.480469,38013.273438,695.330322,0,0,-1,0
256,0.016667,20,38157.484375,38157.484375,38013.273438,695.330383,0,0,-1,0
257,0.016667,20,38157.484375,38157.484375,38013.273438,695.330383,0,0,-1,0
258,0.016667,20,38157.488281,38157.488281,38013.273438,695.330383,0,0,-1,0
259,0.016668,20,38157.492188,38157.492188,38013.273438,695.330444,0,0,-1,0
260,0.016667,20,38157.496094,38157.496094,38013.273438,695.330383,0,0,-1,0
261,0.016667,20,38094.687500,38094.687500,38013.273438,695.478577,0,0,4,0
262,0.016667,20,38139.015625,38139.015625,38013.273438,695.910461,0,0,4,0
263,0.016667,20,38115.441406,38115.441406,38013.273438,695.703613,0,0,4,0
264,0.016667,20,38097.792969,38097.792969,38013.273438,695.529724,0,0,4,0
265,0.016667,20,38102.570312,38102.570312,38013.273438,695.545227,0,0,4,0
266,0.016667,20,38111.996094,38111.996094,38013.273438,695.586914,0,0,4,0
267,0.016667,20,38126.980469,38126.980469,38013.273438,695.601257,0,0,4,0
268,0.016667,20,38119.167969,38119.167969,38013.273438,695.478638,0,0,4,0
269,0.016667,20,38124.605469,38124.605469,38013.273438,695.488708,0,0,4,0
270,0.016667,20,38138.433594,38138.433594,38013.273438,695.550232,0,0,4,0
271,0.016667,20,38128.933594,38128.933594,38013.273438,695.417969,0,0,4,0
272,0.016667,20,38133.324219,38133.324219,38013.273438,695.421753,0,0,4,0
273,0.016667,20,38138.214844,38138.214844,38013.273438,695.437134,0,0,4,0
274,0.016667,20,38139.171875,38139.171875,38013.273438,695.422668,0,0,4,0
275,0.016668,20,38139.390625,38139.390625,38013.273438,695.407837,0,0,4,0
276,0.016667,20,38140.382812,38140.382812,38013.273438,695.404602,0,0,4,0
277,0.016667,20,38141.570312,38141.570312,38013.273438,695.404358,0,0,4,0
278,0.016667,20,38142.476562,38142.476562,38013.273438,695.400208,0,0,4,0
279,0.016667,20,38143.300781,38143.300781,38013.273438,695.393188,0,0,4,0
280,0.016667,20,38144.304688,38144.304688,38013.273438,695.387268,0,0,4,0
281,0.016667,20,38145.273438,38145.273438,38013.273438,695.383240,0,0,4,0
282,0.016667,20,38145.851562,38145.851562,38013.273438,695.379456,0,0,4,0
283,0.016667,20,38146.085938,38146.085938,38013.273438,695.376953,0,0,4,0
284,0.016667,20,38146.148438,38146.148438,38013.273438,695.376038,0,0,4,0
285,0.016667,20,38146.222656,38146.222656,38013.273438,695.376587,0,0,4,0
286,0.016667,20,38146.242188,38146.242188,38013.273438,695.376648,0,0,4,0
287,0.016667,20,38146.296875,38146.296875,38013.273438,695.376587,0,0,4,0
288,0.016667,20,38146.386719,38146.386719,38013.273438,695.376160,0,0,4,0
289,0.016667,20,38146.480469,38146.480469,38013.273438,695.375366,0,0,4,0
290,0.016667,20,38146.628906,38146.628906,38013.273438,695.375000,0,0,4,0
291,0.016667,20,38146.675781,38146.675781,38013.273438,695.373718,0,0,4,0
292,0.016667,20,38146.785156,38146.785156,38013.273438,695.373291,0,0,4,0
293,0.016667,20,38147.437500,38147.437500,38013.273438,695.376831,0,0,-1,0
294,0.016667,20,38147.609375,38147.609375,38013.273438,695.375732,0,0,-1,0
295,0.016667,20,38147.679688,38147.679688,38013.273438,695.373413,0,0,-1,0
296,0.016667,20,38147.894531,38147.894531,38013.273438,695.372620,0,0,-1,0
297,0.016667,20,38148.109375,38148.109375,38013.273438,695.372009,0,0,-1,0
298,0.016667,20,38148.320312,38148.320312,38013.273438,695.371460,0,0,-1,0
299,0.016667,20,38148.527344,38148.527344,38013.273438,695.370911,0,0,-1,0
300,0.016667,20,38148.593750,38148.593750,38013.273438,695.369141,0,0,-1,0
301,0.016667,20,38148.746094,38148.746094,38013.273438,695.368225,0,0,-1,0
302,0.016667,20,38148.960938,38148.960938,38013.273438,695.367676,0,0,-1,0
303,0.016667,20,38149.214844,38149.214844,38013.273438,695.367615,0,0,-1,0
304,0.016667,20,38149.417969,38149.417969,38013.273438,695.366882,0,0,-1,0
305,0.016667,20,38149.550781,38149.550781,38013.273438,695.365601,0,0,-1,0
306,0.016667,20,38149.753906,38149.753906,38013.273438,695.364990,0,0,-1,0
307,0.016667,20,38149.929688,38149.929688,38013.273438,695.364136,0,0,-1,0
308,0.016667,20,38150.011719,38150.011719,38013.273438,695.362488,0,0,-1,0
309,0.016667,20,38150.136719,38150.136719,38013.273438,695.361328,0,0,-1,0
310,0.016667,20,38150.367188,38150.367188,38013.273438,695.361084,0,0,-1,0
311,0.016667,20,38150.593750,38150.593750,38013.273438,695.360840,0,0,-1,0
312,0.016667,20,38150.554688,38150.554688,38013.273438,695.358459,0,0,-1,0
313,0.016667,20,38150.792969,38150.792969,38013.273438,695.358582,0,0,-1,0
314,0.016667,20,38151.035156,38151.035156,38013.273438,695.358704,0,0,-1,0
315,0.016667,20,38151.164062,38151.164062,38013.273438,695.357788,0,0,-1,0
316,0.016667,20,38151.339844,38151.339844,38013.273438,695.357483,0,0,-1,0
317,0.016667,20,38151.531250,38151.531250,38013.273438,695.357239,0,0,-1,0
318,0.016667,20,38151.679688,38151.679688,38013.273438,695.356567,0,0,-1,0
319,0.016667,20,38151.820312,38151.820312,38013.273438,695.355957,0,0,-1,0
320,0.016667,20,38151.949219,38151.949219,38013.273438,695.355225,0,0,-1,0
321,0.016667,20,38152.046875,38152.046875,38013.273438,695.354248,0,0,-1,0
322,0.016667,20,38152.179688,38152.179688,38013.273438,695.353821,0,0,-1,0
323,0.016703,20,38152.320312,38152.320312,38013.273438,695.353333,0,0,-1,0
324,0.016667,20,38152.464844,38152.464844,38013.273438,695.352966,0,0,-1,0
325,0.016667,20,38152.566406,38152.566406,38013.273438,695.352173,0,0,-1,0
326,0.016667,20,38152.617188,38152.617188,38013.273438,695.351074,0,0,-1,0
327,0.016667,20,38152.675781,38152.675781,38013.273438,695.350037,0,0,-1,0
328,0.016667,20,38152.742188,38152.742188,38013.273438,695.349182,0,0,-1,0
329,0.016667,20,38152.753906,38152.753906,38013.273438,695.347839,0,0,-1,0
330,0.016667,20,38152.937500,38152.937500,38013.273438,695.348083,0,0,-1,0
331,0.016667,20,38153.070312,38153.070312,38013.273438,695.348083,0,0,-1,0
332,0.016667,20,38153.167969,38153.167969,38013.273438,695.347717,0,0,-1,0
333,0.016667,20,38153.312500,38153.312500,38013.273438,695.347717,0,0,-1,0
334,0.016673,20,38153.433594,38153.433594,38013.273438,695.347595,0,0,-1,0
335,0.016667,20,38153.511719,38153.511719,38013.273438,695.347107,0,0,-1,0
336,0.016667,20,38153.593750,38153.593750,38013.273438,695.346680,0,0,-1,0
337,0.016667,20,38153.679688,38153.679688,38013.273438,695.346375,0,0,-1,0
338,0.016667,20,38153.765625,38153.765625,38013.273438,695.346130,0,0,-1,0
