frame,mode,viseme,open,openT,wide,wideT,round,roundT,smile,smileT,width,height,area,areaT,fill,teeth
3745,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.36,15.05,3.64,2382.96,1,0
3747,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.39,15.05,1.47,2382.96,1,0
3749,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.42,15.04,2.76,2382.96,1,0
3751,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.44,15.03,1.19,2382.96,1,0
3753,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.47,15.03,7.53,2382.96,1,0
3755,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.49,15.02,1.31,2382.96,1,0
3757,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.52,15.02,2.89,2382.96,1,0
3759,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.54,15.01,1.40,2382.96,1,0
3761,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.56,15.01,11.01,2382.96,1,0
3763,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.57,15.01,0.95,2382.96,1,0
3765,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,3.39,2382.96,1,0
3767,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,8.07,2382.96,1,0
3769,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,3.22,2382.96,1,0
3771,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,0.42,2382.96,1,0
3773,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,1.16,2382.96,1,0
3775,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,1.43,2382.96,1,0
3777,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,5.93,2382.96,1,0
3779,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,0.42,2382.96,1,0
3781,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,6.33,2382.96,1,0
3783,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,9.04,2382.96,1,0
3785,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,1.23,2382.96,1,0
3787,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.00,3.17,2382.96,1,0
3789,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.56,15.01,7.81,2382.96,1,0
3791,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.55,15.01,3.27,2382.96,1,0
3793,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.53,15.02,4.08,2382.96,1,0
3795,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.51,15.02,7.19,2382.96,1,0
3797,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.48,15.03,6.74,2382.96,1,0
3799,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.46,15.03,4.99,2382.96,1,0
3801,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.43,15.04,2.41,2382.96,1,0
3803,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.40,15.04,4.07,2382.96,1,0
3805,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.37,15.05,8.42,2382.96,1,0
3807,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.34,15.05,0.24,2382.96,1,0
3809,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.31,15.06,5.43,2382.96,1,0
3811,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.28,15.07,5.29,2382.96,1,0
3813,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.25,15.07,8.92,2382.96,1,0
3815,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.22,15.08,8.87,2382.96,1,0
3817,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.19,15.09,10.38,2382.96,1,0
3819,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.16,15.09,7.15,2382.96,1,0
3821,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.13,15.10,4.29,2382.96,1,0
3823,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.10,15.11,4.62,2382.96,1,0
3825,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.07,15.11,6.18,2382.96,1,0
3827,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.05,15.12,0.68,2382.96,1,0
3829,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.02,15.12,6.56,2382.96,1,0
3831,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.00,15.13,9.59,2382.96,1,0
3833,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.98,15.13,2.01,2382.96,1,0
3835,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,1.33,2382.96,1,0
3837,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.94,15.14,1.83,2382.96,1,0
3839,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.92,15.14,5.86,2382.96,1,0
3841,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,8.16,2382.96,1,0
3843,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,8.74,2382.96,1,0
3845,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,0.97,2382.96,1,0
3847,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,1.01,2382.96,1,0
3849,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,7.84,2382.96,1,0
3851,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,0.76,2382.96,1,0
3853,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,1.61,2382.96,1,0
3855,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,1.16,2382.96,1,0
3857,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,8.88,2382.96,1,0
3859,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,0.48,2382.96,1,0
3861,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,11.45,2382.96,1,0
3863,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,2.41,2382.96,1,0
3865,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.94,15.14,4.14,2382.96,1,0
3867,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,3.46,2382.96,1,0
3869,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.98,15.13,3.55,2382.96,1,0
3871,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.00,15.13,7.90,2382.96,1,0
3873,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.03,15.12,8.85,2382.96,1,0
3875,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.05,15.12,6.82,2382.96,1,0
3877,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.08,15.11,5.43,2382.96,1,0
3879,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.11,15.11,4.85,2382.96,1,0
3881,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.13,15.10,0.80,2382.96,1,0
3883,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.16,15.09,10.96,2382.96,1,0
3885,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.19,15.09,1.08,2382.96,1,0
3887,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.23,15.08,1.87,2382.96,1,0
3889,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.26,15.07,8.97,2382.96,1,0
3891,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.29,15.07,0.28,2382.96,1,0
3893,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.32,15.06,10.88,2382.96,1,0
3895,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.35,15.05,3.23,2382.96,1,0
3897,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.38,15.05,0.62,2382.96,1,0
3899,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.41,15.04,3.51,2382.96,1,0
3901,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.43,15.04,11.40,2382.96,1,0
3903,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.46,15.03,7.64,2382.96,1,0
3905,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.48,15.02,0.89,2382.96,1,0
3907,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.51,15.02,4.54,2382.96,1,0
3909,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.53,15.02,5.75,2382.96,1,0
3911,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.55,15.01,7.05,2382.96,1,0
3913,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.57,15.01,6.58,2382.96,1,0
3915,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.00,8.03,2382.96,1,0
3917,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,6.20,2382.96,1,0
3919,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,8.41,2382.96,1,0
3921,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,10.03,2382.96,1,0
3923,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,0.67,2382.96,1,0
3925,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,1.95,2382.96,1,0
3927,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,0.30,2382.96,1,0
3929,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,4.61,2382.96,1,0
3931,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,5.36,2382.96,1,0
3933,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,1.25,2382.96,1,0
3935,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,7.45,2382.96,1,0
3937,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.00,1.84,2382.96,1,0
3939,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.57,15.01,11.04,2382.96,1,0
3941,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.55,15.01,3.88,2382.96,1,0
3943,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.53,15.01,9.86,2382.96,1,0
3945,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.51,15.02,5.58,2382.96,1,0
3947,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.49,15.02,1.06,2382.96,1,0
3949,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.47,15.03,6.23,2382.96,1,0
3951,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.44,15.03,9.28,2382.96,1,0
3953,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.41,15.04,12.06,2382.96,1,0
3955,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.39,15.05,0.98,2382.96,1,0
3957,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.36,15.05,5.10,2382.96,1,0
3959,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.33,15.06,7.92,2382.96,1,0
3961,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.30,15.07,11.70,2382.96,1,0
3963,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.27,15.07,1.99,2382.96,1,0
3965,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.23,15.08,2.44,2382.96,1,0
3967,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.20,15.08,10.76,2382.96,1,0
3969,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.17,15.09,8.51,2382.96,1,0
3971,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.14,15.10,8.28,2382.96,1,0
3973,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.11,15.10,3.32,2382.96,1,0
3975,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.09,15.11,2.99,2382.96,1,0
3977,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.06,15.12,4.07,2382.96,1,0
3979,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.03,15.12,4.04,2382.96,1,0
3981,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.01,15.13,3.33,2382.96,1,0
3983,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.99,15.13,7.05,2382.96,1,0
3985,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,7.33,2382.96,1,0
3987,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.95,15.14,4.50,2382.96,1,0
3989,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,3.95,2382.96,1,0
3991,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,11.24,2382.96,1,0
3993,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,8.85,2382.96,1,0
3995,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,10.95,2382.96,1,0
3997,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,2.87,2382.96,1,0
3999,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,8.74,2382.96,1,0
4001,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,8.29,2382.96,1,0
4003,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,4.75,2382.96,1,0
4005,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,6.89,2382.96,1,0
4007,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,3.78,2382.96,1,0
4009,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,0.95,2382.96,1,0
4011,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,7.92,2382.96,1,0
4013,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.92,15.15,9.76,2382.96,1,0
4015,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,6.35,2382.96,1,0
4017,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.95,15.14,6.94,2382.96,1,0
4019,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.97,15.13,2.34,2382.96,1,0
4021,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.99,15.13,5.43,2382.96,1,0
4023,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.02,15.13,9.55,2382.96,1,0
4025,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.04,15.12,0.90,2382.96,1,0
4027,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.07,15.11,1.85,2382.96,1,0
4029,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.09,15.11,4.69,2382.96,1,0
4031,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.12,15.10,9.46,2382.96,1,0
4033,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.15,15.10,2.49,2382.96,1,0
4035,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.18,15.09,11.11,2382.96,1,0
4037,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.21,15.08,6.14,2382.96,1,0
4039,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.24,15.08,0.38,2382.96,1,0
4041,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.28,15.07,5.02,2382.96,1,0
4043,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.31,15.06,8.02,2382.96,1,0
4045,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.34,15.06,0.04,2382.96,1,0
4047,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.37,15.05,6.01,2382.96,1,0
4049,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.39,15.04,8.46,2382.96,1,0
4051,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.42,15.04,1.67,2382.96,1,0
4053,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.45,15.03,0.17,2382.96,1,0
4055,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.47,15.03,0.12,2382.96,1,0
4057,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.50,15.02,2.00,2382.96,1,0
4059,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.52,15.02,3.71,2382.96,1,0
4061,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.54,15.01,1.09,2382.96,1,0
4063,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.56,15.01,1.80,2382.96,1,0
4065,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.01,2.18,2382.96,1,0
4067,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,3.64,2382.96,1,0
4069,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,2.92,2382.96,1,0
4071,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,0.86,2382.96,1,0
4073,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,9.42,2382.96,1,0
4075,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,6.09,2382.96,1,0
4077,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,0.94,2382.96,1,0
4079,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,4.67,2382.96,1,0
4081,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,4.12,2382.96,1,0
4083,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,5.73,2382.96,1,0
4085,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,3.50,2382.96,1,0
4087,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,3.78,2382.96,1,0
4089,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.01,1.61,2382.96,1,0
4091,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.56,15.01,6.63,2382.96,1,0
4093,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.54,15.01,6.33,2382.96,1,0
4095,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.52,15.02,4.82,2382.96,1,0
4097,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.50,15.02,2.29,2382.96,1,0
4099,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.48,15.03,11.66,2382.96,1,0
4101,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.45,15.03,2.67,2382.96,1,0
4103,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.42,15.04,8.32,2382.96,1,0
4105,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.40,15.04,10.33,2382.96,1,0
4107,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.37,15.05,4.86,2382.96,1,0
4109,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.34,15.06,1.92,2382.96,1,0
4111,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.31,15.06,7.30,2382.96,1,0
4113,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.28,15.07,7.54,2382.96,1,0
4115,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.25,15.08,3.81,2382.96,1,0
4117,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.22,15.08,3.09,2382.96,1,0
4119,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.18,15.09,0.76,2382.96,1,0
4121,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.15,15.10,7.62,2382.96,1,0
4123,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.13,15.10,0.14,2382.96,1,0
4125,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.10,15.11,1.46,2382.96,1,0
4127,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.07,15.11,3.72,2382.96,1,0
4129,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.04,15.12,8.52,2382.96,1,0
