frame,mode,viseme,open,openT,wide,wideT,round,roundT,smile,smileT,width,height,area,areaT,fill,teeth
1263,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.06,15.12,3.18,2382.96,1,0
1265,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.03,15.12,0.89,2382.96,1,0
1267,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.01,15.13,7.25,2382.96,1,0
1269,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.98,15.13,2.95,2382.96,1,0
1271,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,2.54,2382.96,1,0
1273,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.95,15.14,0.07,2382.96,1,0
1275,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,2.67,2382.96,1,0
1277,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,4.50,2382.96,1,0
1279,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,1.34,2382.96,1,0
1281,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,4.00,2382.96,1,0
1283,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,0.75,2382.96,1,0
1285,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,1.72,2382.96,1,0
1287,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,4.06,2382.96,1,0
1289,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,6.86,2382.96,1,0
1291,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,4.72,2382.96,1,0
1293,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,2.39,2382.96,1,0
1295,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,7.79,2382.96,1,0
1297,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,7.19,2382.96,1,0
1299,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.92,15.15,3.83,2382.96,1,0
1301,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.94,15.14,1.59,2382.96,1,0
1303,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.95,15.14,2.98,2382.96,1,0
1305,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.97,15.13,2.95,2382.96,1,0
1307,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.99,15.13,4.51,2382.96,1,0
1309,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.02,15.12,5.21,2382.96,1,0
1311,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.04,15.12,0.29,2382.96,1,0
1313,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.07,15.11,8.88,2382.96,1,0
1315,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.10,15.11,4.38,2382.96,1,0
1317,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.12,15.10,4.00,2382.96,1,0
1319,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.15,15.10,7.37,2382.96,1,0
1321,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.18,15.09,4.37,2382.96,1,0
1323,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.21,15.08,4.90,2382.96,1,0
1325,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.25,15.08,4.76,2382.96,1,0
1327,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.28,15.07,3.37,2382.96,1,0
1329,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.31,15.06,3.81,2382.96,1,0
1331,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.34,15.06,3.85,2382.96,1,0
1333,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.37,15.05,4.46,2382.96,1,0
1335,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.40,15.04,7.79,2382.96,1,0
1337,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.42,15.04,6.61,2382.96,1,0
1339,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.45,15.03,6.94,2382.96,1,0
1341,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.48,15.03,6.76,2382.96,1,0
1343,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.50,15.02,3.33,2382.96,1,0
1345,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.52,15.02,7.64,2382.96,1,0
1347,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.54,15.01,3.81,2382.96,1,0
1349,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.56,15.01,4.31,2382.96,1,0
1351,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.01,8.91,2382.96,1,0
1353,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,0.61,2382.96,1,0
1355,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,7.28,2382.96,1,0
1357,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,0.76,2382.96,1,0
1359,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,2.13,2382.96,1,0
1361,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,5.35,2382.96,1,0
1363,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,2.87,2382.96,1,0
1365,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,1.62,2382.96,1,0
1367,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,7.89,2382.96,1,0
1369,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,1.28,2382.96,1,0
1371,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,1.65,2382.96,1,0
1373,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,8.23,2382.96,1,0
1375,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.01,4.54,2382.96,1,0
1377,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.56,15.01,0.48,2382.96,1,0
1379,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.54,15.01,1.17,2382.96,1,0
1381,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.52,15.02,3.88,2382.96,1,0
1383,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.50,15.02,4.61,2382.96,1,0
1385,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.47,15.03,4.49,2382.96,1,0
1387,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.45,15.03,5.25,2382.96,1,0
1389,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.42,15.04,8.62,2382.96,1,0
1391,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.39,15.04,1.83,2382.96,1,0
1393,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.37,15.05,1.36,2382.96,1,0
1395,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.34,15.06,0.01,2382.96,1,0
1397,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.31,15.06,1.46,2382.96,1,0
1399,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.28,15.07,6.08,2382.96,1,0
1401,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.24,15.08,7.34,2382.96,1,0
1403,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.21,15.08,4.57,2382.96,1,0
1405,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.18,15.09,5.22,2382.96,1,0
1407,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.15,15.10,6.91,2382.96,1,0
1409,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.12,15.10,9.73,2382.96,1,0
1411,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.09,15.11,5.70,2382.96,1,0
1413,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.07,15.11,1.99,2382.96,1,0
1415,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.04,15.12,0.66,2382.96,1,0
1417,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.02,15.13,1.30,2382.96,1,0
1419,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.99,15.13,1.99,2382.96,1,0
1421,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.97,15.13,2.22,2382.96,1,0
1423,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.95,15.14,1.09,2382.96,1,0
1425,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,2.38,2382.96,1,0
1427,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.92,15.15,4.31,2382.96,1,0
1429,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,14.54,2382.96,1,0
1431,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,6.18,2382.96,1,0
1433,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,3.44,2382.96,1,0
1435,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,6.58,2382.96,1,0
1437,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,3.77,2382.96,1,0
1439,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,3.59,2382.96,1,0
1441,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,3.97,2382.96,1,0
1443,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,7.34,2382.96,1,0
1445,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,3.42,2382.96,1,0
1447,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,5.34,2382.96,1,0
1449,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,10.64,2382.96,1,0
1451,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,1.17,2382.96,1,0
1453,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.95,15.14,7.47,2382.96,1,0
1455,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,6.52,2382.96,1,0
1457,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.99,15.13,8.83,2382.96,1,0
1459,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.01,15.13,5.48,2382.96,1,0
1461,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.03,15.12,4.09,2382.96,1,0
1463,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.06,15.12,0.61,2382.96,1,0
1465,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.09,15.11,1.28,2382.96,1,0
1467,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.11,15.10,7.94,2382.96,1,0
1469,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.14,15.10,6.46,2382.96,1,0
1471,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.17,15.09,0.73,2382.96,1,0
1473,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.20,15.09,5.91,2382.96,1,0
1475,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.23,15.08,5.46,2382.96,1,0
1477,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.26,15.07,3.50,2382.96,1,0
1479,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.30,15.07,4.31,2382.96,1,0
1481,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.33,15.06,6.26,2382.96,1,0
1483,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.36,15.05,3.78,2382.96,1,0
1485,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.39,15.05,2.49,2382.96,1,0
1487,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.41,15.04,8.24,2382.96,1,0
1489,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.44,15.03,8.98,2382.96,1,0
1491,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.47,15.03,0.32,2382.96,1,0
1493,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.49,15.02,4.32,2382.96,1,0
1495,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.51,15.02,4.13,2382.96,1,0
1497,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.53,15.01,1.89,2382.96,1,0
1499,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.55,15.01,2.16,2382.96,1,0
1501,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.57,15.01,0.39,2382.96,1,0
1503,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.00,1.10,2382.96,1,0
1505,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,0.47,2382.96,1,0
1507,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,0.43,2382.96,1,0
1509,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,4.29,2382.96,1,0
1511,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,6.63,2382.96,1,0
1513,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,3.74,2382.96,1,0
1515,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,4.01,2382.96,1,0
1517,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,2.44,2382.96,1,0
1519,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,7.68,2382.96,1,0
1521,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,1.04,2382.96,1,0
1523,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,0.57,2382.96,1,0
1525,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.00,5.40,2382.96,1,0
1527,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.57,15.01,8.85,2382.96,1,0
1529,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.55,15.01,1.39,2382.96,1,0
1531,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.53,15.02,0.33,2382.96,1,0
1533,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.51,15.02,3.03,2382.96,1,0
1535,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.48,15.02,3.20,2382.96,1,0
1537,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.46,15.03,1.35,2382.96,1,0
1539,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.43,15.04,1.91,2382.96,1,0
1541,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.41,15.04,3.77,2382.96,1,0
1543,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.38,15.05,10.86,2382.96,1,0
1545,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.35,15.05,3.96,2382.96,1,0
1547,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.32,15.06,10.84,2382.96,1,0
1549,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.29,15.07,3.82,2382.96,1,0
1551,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.26,15.07,3.79,2382.96,1,0
1553,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.23,15.08,3.16,2382.96,1,0
1555,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.19,15.09,0.06,2382.96,1,0
1557,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.16,15.09,1.51,2382.96,1,0
1559,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.13,15.10,3.15,2382.96,1,0
1561,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.11,15.11,1.18,2382.96,1,0
1563,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.08,15.11,1.85,2382.96,1,0
1565,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.05,15.12,2.96,2382.96,1,0
1567,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.03,15.12,0.01,2382.96,1,0
1569,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.00,15.13,10.01,2382.96,1,0
1571,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.98,15.13,8.02,2382.96,1,0
1573,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,4.76,2382.96,1,0
1575,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.94,15.14,10.31,2382.96,1,0
1577,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,2.45,2382.96,1,0
1579,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,0.70,2382.96,1,0
1581,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,7.29,2382.96,1,0
1583,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,9.58,2382.96,1,0
1585,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,7.80,2382.96,1,0
1587,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,3.85,2382.96,1,0
1589,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,2.10,2382.96,1,0
1591,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,1.46,2382.96,1,0
1593,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,3.40,2382.96,1,0
1595,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,1.03,2382.96,1,0
1597,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,4.72,2382.96,1,0
1599,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,9.75,2382.96,1,0
1601,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.92,15.14,0.64,2382.96,1,0
1603,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.94,15.14,8.08,2382.96,1,0
1605,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,1.26,2382.96,1,0
1607,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.98,15.13,9.08,2382.96,1,0
1609,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.00,15.13,3.66,2382.96,1,0
1611,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.02,15.12,1.87,2382.96,1,0
1613,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.05,15.12,10.59,2382.96,1,0
1615,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.07,15.11,5.38,2382.96,1,0
1617,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.10,15.11,4.98,2382.96,1,0
1619,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.13,15.10,7.10,2382.96,1,0
1621,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.16,15.09,4.49,2382.96,1,0
1623,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.19,15.09,2.71,2382.96,1,0
1625,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.22,15.08,4.66,2382.96,1,0
1627,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.25,15.07,5.66,2382.96,1,0
1629,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.28,15.07,1.55,2382.96,1,0
1631,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.31,15.06,4.44,2382.96,1,0
1633,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.34,15.05,1.72,2382.96,1,0
1635,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.37,15.05,0.56,2382.96,1,0
1637,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.40,15.04,1.43,2382.96,1,0
1639,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.43,15.04,4.20,2382.96,1,0
1641,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.46,15.03,6.15,2382.96,1,0
1643,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.48,15.03,5.58,2382.96,1,0
1645,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.51,15.02,0.62,2382.96,1,0
1647,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.53,15.02,3.87,2382.96,1,0
